fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,fourth_down_attempts_game,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT TACKLE,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalties_game,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_defensive_penalty_yards_game,num_of_fumbles_q1,field,num_of_fumbles_q3,num_of_fumbles_q4,num_of_fumbles_game,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_caught_game,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_interceptions_caught_game,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalties_game,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_offensive_penalty_hards_game,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_attempted_game,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_passes_completed_game,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_sacks_game,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,num_of_times_sacked_game,num_of_first_downs_q1,num_of_first_downs_q2,num_of_first_downs_q3,num_of_first_downs_q4,num_of_first_downs_game,num_of_successful_fourth_downs_q1,num_of_successful_fourth_downs_q2,num_of_successful_fourth_downs_q3,num_of_successful_fourth_downs_q4,num_of_successful_fourth_downs_game,num_of_successful_third_downs_q1,num_of_successful_third_downs_q2,num_of_successful_third_downs_q3,num_of_successful_third_downs_q4,num_of_successful_third_downs_game,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,third_down_attempts_game,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_allowed_game,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,yards_moved_game
1,1,1,2,5,80,11,3,4,7,4,2,51,3,5,3,25,2,11,11,21,54,65,1,1,2,1,5,8,0,25,0,33,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,0,2,5,10,0,0,15,14,11,6,10,41,10,8,4,6,28,0,0,0,0,0,0,0,0,0,0,19,25,9,14,67,0,0,0,1,1,1,0,0,3,4,46,2,1,1,6,10,67,148,119,119,453,174,328,72,82,656
3,0,0,0,3,39,1,4,3,7,4,2,29,2,3,5,21,,8,8,5,21,44,4,0,1,0,5,30,0,5,0,35,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,5,5,8,11,29,1,5,7,11,24,2,2,0,0,4,0,0,0,0,0,5,6,6,17,34,0,0,0,0,0,0,2,2,1,5,37,2,3,3,1,9,128,129,65,165,487,51,67,88,211,417
0,1,1,1,3,60,9,3,3,7,1,3,50,,,2,19,4,12,12,17,69,35,0,1,1,0,2,0,5,5,0,10,1,0,2,0,3,1,0,0,0,1,1,0,0,0,1,1,1,1,3,6,5,10,10,10,35,14,12,7,17,50,10,11,5,11,37,0,0,0,0,0,2,2,0,0,4,12,17,7,23,59,0,0,0,1,1,4,1,0,1,6,34,5,2,1,3,11,51,67,88,211,417,128,129,65,165,487
2,2,1,4,9,41,7,4,3,3,2,7,59,3,,3,25,3,21,5,25,48,24,0,1,1,0,2,0,0,6,0,6,1,1,0,0,2,0,0,0,0,0,0,0,1,1,2,2,1,0,1,4,15,10,0,5,30,8,14,17,20,59,5,11,9,12,37,0,0,1,0,1,0,2,1,0,3,3,8,6,11,28,0,0,0,3,3,1,3,1,1,6,10,3,6,3,5,17,89,128,78,157,452,43,93,102,157,395
4,1,1,1,7,67,11,,4,7,5,4,26,5,5,2,32,1,9,3,9,41,27,0,0,2,4,6,0,0,5,18,23,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,3,20,0,0,0,20,15,5,3,3,26,6,3,0,1,10,0,2,1,0,3,0,0,1,0,1,8,16,10,11,45,0,1,0,0,1,4,1,1,2,8,38,8,2,2,3,15,43,93,102,157,395,89,128,78,157,452
2,1,3,2,8,37,3,7,5,4,,3,40,6,4,3,19,,11,7,9,26,33,0,2,0,0,2,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,4,0,15,4,5,24,6,6,11,17,40,1,4,4,11,20,0,0,0,0,0,0,0,0,0,0,2,8,6,7,23,0,0,0,0,0,0,2,0,2,4,22,2,4,5,5,16,142,158,29,72,401,21,75,102,107,305
1,1,3,2,7,69,10,3,,5,5,4,34,5,4,5,36,,12,9,10,38,51,0,2,2,1,5,0,5,22,0,27,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,1,0,4,6,25,5,0,36,10,12,5,7,34,9,8,3,3,23,0,0,0,0,0,0,0,0,0,0,12,18,5,10,45,0,1,0,0,1,1,2,0,2,5,24,2,5,3,4,14,21,75,102,107,305,142,158,29,72,401
0,0,0,0,0,18,,,,,,,,,,,,,,,,,13,37,46,34,46,163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,2,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,0,0,0,0,0,3,5,2,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,202,122,302,747,0,0,0,0,0
5,5,4,2,16,100,3,6,5,13,3,9,85,14,10,5,54,5,25,16,30,82,78,3,5,2,6,16,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,37,46,34,46,163,0,0,0,0,0,13,24,14,24,75,6,17,9,17,49,0,0,0,0,0,1,2,1,1,5,10,18,10,19,57,0,0,0,0,0,2,3,3,6,14,63,7,8,7,8,30,0,0,0,0,0,121,202,122,302,747
2,0,1,1,4,30,3,4,3,6,,3,47,3,4,,13,1,18,9,12,46,17,0,3,0,0,3,0,30,0,0,30,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,1,0,3,0,15,10,0,25,5,23,9,10,47,4,16,7,6,33,0,1,0,1,2,0,0,1,0,1,1,20,7,6,34,0,0,0,0,0,0,3,2,2,7,37,2,3,4,3,12,194,41,76,96,407,36,273,100,54,463
1,2,2,3,8,64,12,1,2,6,4,3,39,3,4,1,30,2,8,10,14,51,39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,1,5,5,5,5,5,20,10,5,9,15,39,6,3,5,12,26,0,0,1,0,1,0,1,0,1,2,16,8,6,9,39,1,0,0,1,2,3,0,3,2,8,27,4,2,5,7,18,36,273,100,54,463,194,41,76,96,407
1,0,1,1,3,47,10,4,,6,2,8,43,1,,5,28,2,15,9,13,28,46,0,1,1,1,3,0,10,28,5,43,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,4,5,0,25,0,30,14,6,11,10,41,9,5,6,9,29,1,0,0,1,2,0,0,2,0,2,14,7,6,10,37,0,0,0,0,0,2,2,1,0,5,42,4,2,3,1,10,37,160,62,161,420,149,85,122,180,536
2,1,1,3,7,67,8,3,3,7,2,5,38,4,1,4,26,2,10,14,8,50,37,1,0,1,0,2,8,0,16,0,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,22,0,0,22,5,12,7,14,38,2,10,5,11,28,0,0,2,0,2,1,0,0,1,2,4,18,9,20,51,0,1,0,2,3,1,3,1,2,7,36,3,5,2,5,15,149,85,122,180,536,37,160,62,161,420
0,0,0,0,0,11,,,,,,,,,,,,,,,,,7,38,41,29,31,139,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,6,0,0,0,0,0,2,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,239,92,124,580,0,0,0,0,0
5,4,5,4,18,96,12,3,7,9,2,6,56,11,1,11,55,6,19,13,13,66,65,2,4,1,4,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,3,38,41,29,31,139,0,0,0,0,0,13,25,8,10,56,5,19,6,5,35,0,0,0,0,0,3,2,1,0,6,11,16,9,8,44,0,0,2,0,2,2,2,2,2,8,45,7,7,8,7,29,0,0,0,0,0,125,239,92,124,580
1,3,4,2,10,46,5,2,1,5,3,2,29,8,,3,23,2,10,6,8,47,19,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,3,1,0,4,0,15,5,0,20,5,13,6,5,29,4,11,4,3,22,0,1,1,1,3,0,2,0,0,2,7,13,4,1,25,0,0,0,0,0,0,0,0,1,1,24,1,2,3,3,9,68,34,64,106,272,69,144,76,25,314
3,4,3,4,14,50,4,6,2,1,1,7,46,10,1,3,21,3,13,10,15,53,24,1,3,1,0,5,7,30,0,0,37,1,0,0,0,1,0,1,0,1,2,0,1,0,0,1,4,0,1,0,5,30,0,13,0,43,12,9,5,20,46,7,4,2,10,23,0,2,0,0,2,0,1,1,1,3,6,7,4,9,26,0,1,0,1,2,1,0,0,2,3,0,6,5,3,6,20,69,144,76,25,314,68,34,64,106,272
0,0,0,0,0,13,,,,,,,,,,,,,,,,,9,32,36,31,43,142,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,2,4,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,0,2,4,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,172,135,185,637,0,0,0,0,0
3,3,3,7,16,94,20,4,7,11,3,7,52,5,7,6,52,6,18,10,11,60,70,2,4,1,6,13,0,0,0,0,0,0,2,2,1,5,0,0,0,0,0,1,0,1,2,4,32,36,31,43,142,0,0,0,0,0,10,15,10,17,52,7,9,6,11,33,0,0,0,0,0,1,1,2,2,6,9,13,10,11,43,0,0,0,1,1,3,3,2,2,10,30,7,6,6,9,28,0,0,0,0,0,145,172,135,185,637
0,0,0,0,0,14,,,,,,,,,,,,,,,,,10,41,36,34,52,163,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,5,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,9,0,0,0,0,0,2,5,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,175,256,228,746,0,0,0,0,0
5,6,3,5,19,107,18,3,9,12,9,4,75,13,9,4,49,9,13,10,39,124,33,2,5,1,6,14,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0,0,1,0,1,2,41,36,34,52,163,0,0,0,0,0,13,17,14,31,75,6,10,10,16,42,0,0,0,0,0,2,2,3,2,9,11,8,13,20,52,0,0,0,1,1,3,1,3,3,10,58,9,7,7,9,32,0,0,0,0,0,87,175,256,228,746
1,1,2,2,6,54,19,3,4,7,,1,29,5,2,5,32,,16,2,4,33,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,9,4,29,2,12,3,0,17,0,2,1,2,5,0,0,0,0,0,2,17,7,4,30,0,0,0,0,0,0,4,0,1,5,32,1,5,3,4,13,152,97,37,18,304,22,131,91,80,324
1,2,3,2,8,50,5,3,2,3,5,2,36,7,3,2,20,5,8,4,17,40,32,0,1,3,1,5,0,15,41,5,61,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,1,1,0,3,10,0,5,0,15,12,14,8,2,36,8,5,4,1,18,0,0,0,0,0,0,2,1,2,5,15,8,4,3,30,0,0,0,0,0,3,3,2,1,9,22,4,5,5,3,17,22,131,91,80,324,152,97,37,18,304
0,0,0,0,0,16,,,,,,,,,,,,,,,,,12,31,38,36,44,149,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,4,4,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,4,4,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,143,170,167,604,0,0,0,0,0
2,4,3,6,15,94,19,8,2,11,5,3,73,5,2,5,45,4,27,6,29,86,55,4,4,1,7,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,4,31,38,36,44,149,0,0,0,0,0,13,20,19,21,73,9,12,13,11,45,0,0,0,0,0,1,1,1,1,4,11,14,14,13,52,0,0,1,1,2,4,1,4,1,10,51,8,6,8,8,30,0,0,0,0,0,124,143,170,167,604
0,0,0,0,0,15,,,,,,,,,,,,,,,,,11,38,42,29,41,150,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,6,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,6,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,195,202,235,844,0,0,0,0,0
2,4,1,1,8,92,20,4,5,11,8,3,78,6,5,6,52,1,25,16,26,80,70,2,6,1,6,15,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,2,38,42,29,41,150,0,0,0,0,0,20,22,21,15,78,12,14,17,11,54,0,0,0,0,0,0,1,0,0,1,17,19,14,20,70,0,0,0,1,1,8,2,5,7,22,64,11,6,7,9,33,0,0,0,0,0,212,195,202,235,844
0,0,0,0,0,13,,,,,,,,,,,,,,,,,9,34,32,26,40,132,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,5,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,2,5,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,152,109,152,598,0,0,0,0,0
3,4,3,2,12,82,8,7,2,10,4,4,64,4,6,9,46,4,21,10,21,76,55,2,5,2,4,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,34,32,26,40,132,0,0,0,0,0,14,16,8,26,64,10,14,5,16,45,0,0,0,0,0,1,2,0,1,4,14,13,8,14,49,1,1,0,0,2,2,4,3,5,14,39,5,7,6,9,27,0,0,0,0,0,185,152,109,152,598
0,0,0,0,0,12,,,,,,,,,,,,,,,,,8,35,43,38,42,158,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,5,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,2,5,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,216,276,879,0,0,0,0,0
4,2,4,5,15,85,17,5,10,13,8,5,81,7,3,5,47,3,30,14,21,66,81,2,5,1,4,12,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,0,3,35,43,38,42,158,0,0,0,0,0,14,24,24,19,81,12,19,16,15,62,0,0,0,0,0,0,1,1,1,3,13,16,15,18,62,1,0,2,1,4,2,3,3,4,12,63,6,7,7,8,28,0,0,0,0,0,179,208,216,276,879
1,3,1,3,8,60,23,3,2,7,7,,35,2,7,,37,1,5,7,14,36,54,0,1,2,0,3,0,15,10,0,25,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,1,4,0,30,0,5,35,5,14,11,5,35,2,7,9,3,21,0,1,0,0,1,1,0,0,0,1,8,10,10,8,36,1,0,1,0,2,1,2,0,0,3,34,3,6,2,4,15,65,48,75,97,285,101,132,137,74,444
2,1,1,2,6,43,6,2,3,4,2,,45,2,4,,13,1,15,8,15,42,31,2,1,2,1,6,13,25,5,13,56,0,1,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,9,17,45,5,8,5,8,26,1,0,0,0,1,0,1,0,0,1,6,9,6,13,34,0,0,0,0,0,1,2,2,2,7,16,3,3,4,4,14,101,132,137,74,444,65,48,75,97,285
1,4,1,1,7,60,6,2,3,6,3,10,40,2,2,4,42,4,9,7,18,29,63,0,0,1,1,2,0,0,10,5,15,0,0,1,1,2,0,0,0,1,1,0,0,1,0,1,0,1,3,1,5,0,10,20,10,40,10,11,13,6,40,7,8,8,5,28,1,3,0,0,4,0,2,1,1,4,11,8,9,11,39,1,1,0,0,2,2,1,1,2,6,26,3,5,3,4,15,43,23,146,109,321,116,101,89,151,457
1,2,2,2,7,50,2,6,2,5,1,,33,5,1,1,11,4,9,4,11,35,33,1,0,2,1,4,0,0,15,5,20,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,5,0,0,0,5,3,4,10,16,33,3,4,8,6,21,0,2,1,1,4,1,3,0,0,4,6,8,14,14,42,0,0,0,2,2,0,0,0,0,0,27,1,2,2,2,7,116,101,89,151,457,43,23,146,109,321
0,0,0,0,0,14,,,,,,,,,,,,,,,,,10,34,42,32,42,150,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,3,4,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,3,4,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,200,159,189,768,0,0,0,0,0
3,3,1,4,11,84,,5,7,14,4,9,74,3,2,8,50,3,21,9,29,67,76,3,4,1,6,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,4,34,42,32,42,150,0,0,0,0,0,18,23,9,24,74,13,15,7,14,49,0,0,0,0,0,1,0,1,1,3,14,17,13,15,59,2,0,0,0,2,3,4,5,5,17,53,6,8,6,10,30,0,0,0,0,0,220,200,159,189,768
0,0,0,0,0,14,,,,,,,,,,,,,,,,,10,35,45,39,31,150,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,5,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,8,0,0,0,0,0,2,5,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,288,185,86,735,0,0,0,0,0
4,4,3,4,15,95,21,10,3,13,4,5,69,6,4,4,49,8,22,14,18,74,65,2,5,3,4,14,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,35,45,39,31,150,0,0,0,0,0,16,22,20,11,69,11,13,11,6,41,0,0,0,0,0,2,3,2,1,8,14,17,16,6,53,0,0,1,0,1,3,3,1,1,8,60,6,8,6,7,27,0,0,0,0,0,176,288,185,86,735
0,0,0,0,0,16,,,,,,,,,,,,,,,,,12,36,33,34,50,153,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,2,6,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,8,0,0,0,0,0,2,6,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,161,208,759,0,0,0,0,0
3,4,2,5,14,87,11,3,2,9,9,4,75,10,8,5,44,8,26,16,28,67,68,2,6,1,7,16,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,1,0,1,3,36,33,34,50,153,0,0,0,0,0,13,17,17,28,75,8,13,12,21,54,0,0,0,0,0,1,2,0,5,8,13,9,16,20,58,0,0,1,1,2,3,1,5,1,10,51,8,6,6,7,27,0,0,0,0,0,195,195,161,208,759
0,1,3,4,8,53,5,3,,6,3,4,32,6,7,4,32,1,12,9,6,23,50,1,3,0,0,4,15,40,0,0,55,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,5,5,9,11,9,3,32,8,7,5,2,22,1,3,3,2,9,0,0,1,0,1,8,11,3,6,28,0,0,0,0,0,2,2,2,0,6,30,3,4,6,3,16,61,52,-14,2,101,80,171,80,101,432
1,3,3,4,11,49,3,2,,2,,1,31,10,4,2,12,9,6,7,14,44,19,1,2,0,0,3,15,25,0,0,40,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,7,31,5,9,3,1,18,0,0,1,0,1,1,3,3,2,9,7,10,2,2,21,0,0,0,0,0,2,0,0,0,2,10,3,4,3,4,14,80,171,80,101,432,61,52,-14,2,101
0,3,3,2,8,48,13,,6,8,1,3,38,3,3,2,27,2,17,1,14,40,38,1,2,0,1,4,0,16,0,15,31,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,4,10,5,20,0,35,8,10,10,10,38,6,5,6,6,23,1,0,1,0,2,0,1,1,0,2,13,7,4,8,32,0,1,0,0,1,2,2,2,2,8,46,2,4,5,4,15,117,137,87,110,451,114,90,86,94,384
2,0,1,1,4,64,7,,2,7,4,5,33,2,2,7,30,2,10,4,14,24,53,2,0,2,0,4,15,0,10,0,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10,10,5,8,33,7,8,3,7,25,0,1,1,0,2,1,0,1,0,2,8,22,10,12,52,0,0,0,0,0,1,3,1,1,6,37,3,3,2,2,10,114,90,86,94,384,117,137,87,110,451
1,1,1,0,3,53,5,3,5,8,4,6,41,2,5,1,31,1,12,12,8,53,38,0,1,1,0,2,0,15,26,0,41,0,0,0,1,1,0,0,1,1,2,0,0,0,1,1,1,1,1,3,6,10,5,5,25,45,12,10,10,9,41,8,8,6,7,29,1,1,1,2,5,1,0,0,0,1,8,9,11,9,37,0,0,0,0,0,4,2,2,3,11,38,5,3,4,5,17,72,124,91,52,339,50,124,139,135,448
2,0,0,2,4,49,5,1,4,5,,1,37,2,,3,14,5,8,14,6,47,27,2,2,2,2,8,23,20,16,20,79,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,2,0,0,0,5,5,4,12,10,11,37,1,8,7,7,23,1,0,0,0,1,1,1,1,2,5,6,16,10,10,42,0,0,0,0,0,1,5,2,2,10,29,3,5,2,4,14,50,124,139,135,448,72,124,91,52,339
0,0,0,0,0,10,,,,,,,,,,,,,,,,,6,40,43,38,34,155,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,5,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,2,5,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,262,196,174,821,0,0,0,0,0
5,3,4,2,14,97,15,5,9,10,7,4,76,10,6,4,53,5,20,13,29,89,48,2,5,1,2,10,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,40,43,38,34,155,0,0,0,0,0,18,23,16,19,76,11,15,11,10,47,0,0,0,0,0,0,1,1,3,5,12,19,14,15,60,0,0,1,0,1,1,3,2,4,10,40,6,6,6,7,25,0,0,0,0,0,189,262,196,174,821
0,0,0,0,0,12,,,,,,,,,,,,,,,,,8,32,41,31,50,154,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,6,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,5,0,0,0,0,0,2,6,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,236,214,291,894,0,0,0,0,0
3,2,3,4,12,77,9,7,6,10,3,3,86,4,4,5,35,5,25,11,34,94,51,2,6,1,3,12,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,2,32,41,31,50,154,0,0,0,0,0,13,26,16,31,86,9,19,13,17,58,0,0,0,0,0,2,0,2,1,5,10,16,12,22,60,0,0,0,2,2,3,5,2,3,13,44,6,8,6,9,29,0,0,0,0,0,153,236,214,291,894
0,0,0,0,0,12,,,,,,,,,,,,,,,,,8,39,45,35,31,150,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,4,5,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,8,0,0,0,0,0,4,5,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,155,139,82,572,0,0,0,0,0
3,5,5,5,18,90,2,2,5,8,14,4,70,11,3,11,49,8,12,25,20,110,29,4,5,1,2,12,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,2,0,0,3,39,45,35,31,150,0,0,0,0,0,21,28,14,7,70,10,18,7,6,41,0,0,0,0,0,1,3,2,2,8,14,10,9,9,42,0,0,0,2,2,6,2,4,0,12,30,9,11,10,6,36,0,0,0,0,0,196,155,139,82,572
2,2,1,1,6,38,5,2,3,7,,4,46,1,,3,18,1,14,11,13,51,18,1,0,1,1,3,0,0,5,0,5,0,0,0,1,1,0,0,1,0,1,1,0,0,1,2,2,0,0,1,3,15,0,0,0,15,11,11,7,17,46,8,7,6,10,31,0,1,1,0,2,0,1,0,0,1,6,7,7,14,34,0,0,0,0,0,1,1,0,5,7,23,3,3,1,7,14,118,138,70,118,444,122,81,75,154,432
2,1,1,0,4,58,6,4,3,6,1,1,35,2,2,4,22,2,8,9,10,39,43,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,11,12,7,5,35,7,10,3,5,25,0,1,0,0,1,0,1,1,0,2,12,16,7,17,52,0,0,0,0,0,0,2,1,1,4,31,2,3,3,2,10,122,81,75,154,432,118,138,70,118,444
0,0,0,0,0,14,,,,,,,,,,,,,,,,,10,31,41,33,43,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,6,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,238,173,213,804,0,0,0,0,0
1,2,4,5,12,81,1,,3,12,6,5,82,5,7,8,43,3,26,23,25,73,64,2,6,1,5,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,31,41,33,43,148,0,0,0,0,0,17,26,16,23,82,13,19,11,15,58,0,0,0,0,0,0,0,1,2,3,14,20,12,17,63,0,0,1,1,2,5,6,2,2,15,59,7,8,6,7,28,0,0,0,0,0,180,238,173,213,804
0,3,1,2,6,43,1,4,3,5,2,6,36,3,5,2,25,2,10,7,11,31,36,1,1,0,1,3,0,15,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,10,15,0,25,7,10,8,11,36,5,6,5,6,22,0,0,0,0,0,0,2,0,0,2,8,3,8,8,27,0,0,0,1,1,3,0,2,1,6,16,3,3,3,4,13,98,214,53,76,441,99,50,132,110,391
