fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,fourth_down_attempts_game,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT TACKLE,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalties_game,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_defensive_penalty_yards_game,num_of_fumbles_q1,field,num_of_fumbles_q3,num_of_fumbles_q4,num_of_fumbles_game,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_caught_game,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_interceptions_caught_game,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalties_game,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_offensive_penalty_hards_game,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_attempted_game,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_passes_completed_game,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_sacks_game,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,num_of_times_sacked_game,num_of_first_downs_q1,num_of_first_downs_q2,num_of_first_downs_q3,num_of_first_downs_q4,num_of_first_downs_game,num_of_successful_fourth_downs_q1,num_of_successful_fourth_downs_q2,num_of_successful_fourth_downs_q3,num_of_successful_fourth_downs_q4,num_of_successful_fourth_downs_game,num_of_successful_third_downs_q1,num_of_successful_third_downs_q2,num_of_successful_third_downs_q3,num_of_successful_third_downs_q4,num_of_successful_third_downs_game,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,third_down_attempts_game,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_allowed_game,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,yards_moved_game
1,1,2,4,8,47,10,,,5,4,3,42,5,3,5,27,4,10,11,17,41,40,1,1,4,0,6,6,29,44,0,79,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1,2,5,0,0,12,17,7,15,4,16,42,4,8,2,8,22,0,1,0,1,2,0,0,1,3,4,9,13,1,6,29,0,0,0,0,0,1,2,0,2,5,36,3,4,2,6,15,76,44,90,30,240,111,252,4,23,390
1,0,3,2,6,56,12,,1,6,1,,32,4,2,2,22,2,10,5,14,43,37,1,2,0,2,5,5,10,0,15,30,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,2,2,5,10,0,15,10,35,6,5,14,7,32,4,3,11,4,22,0,0,1,3,4,0,1,0,1,2,8,11,9,6,34,0,0,0,0,0,1,2,3,1,7,24,2,2,7,6,17,111,252,4,23,390,76,44,90,30,240
1,1,2,4,8,44,1,3,6,4,6,6,34,6,5,2,25,4,9,6,6,32,38,1,0,0,1,2,5,0,0,10,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,0,10,0,15,25,8,8,6,12,34,6,6,2,5,19,0,0,0,0,0,0,0,0,4,4,8,10,3,2,23,0,0,0,0,0,2,2,1,0,5,16,3,3,3,4,13,74,83,152,33,342,100,124,44,61,329
1,3,1,4,9,56,4,1,3,5,2,4,38,6,,3,25,,14,10,7,14,24,1,1,1,0,3,15,0,10,0,25,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,10,0,0,10,7,13,13,5,38,5,7,8,2,22,0,0,0,4,4,0,0,0,0,0,10,10,14,5,39,1,1,0,0,2,0,1,4,0,5,22,1,4,5,4,14,100,124,44,61,329,74,83,152,33,342
2,3,3,4,12,47,7,3,1,3,2,3,33,9,4,2,25,1,7,5,17,38,32,0,1,2,3,6,0,0,0,30,30,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,2,5,5,0,10,15,30,6,7,9,11,33,3,4,4,7,18,0,2,1,1,4,0,1,0,0,1,5,1,6,3,15,0,0,0,1,1,0,1,0,2,3,10,2,4,4,6,16,73,48,22,113,256,75,34,72,51,232
4,3,2,2,11,52,6,2,1,3,1,5,37,10,5,,18,4,12,9,12,46,29,1,0,3,1,5,15,0,11,15,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,4,26,0,0,0,26,9,6,6,16,37,7,4,3,13,27,0,1,0,0,1,0,2,1,1,4,5,7,3,20,35,0,0,0,0,0,0,0,0,1,1,14,3,3,2,3,11,75,34,72,51,232,73,48,22,113,256
2,2,2,3,9,49,9,1,7,4,2,5,31,8,4,1,25,5,10,3,8,58,6,0,2,1,3,6,0,10,5,13,28,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,5,0,0,5,10,2,8,5,16,31,2,6,2,6,16,0,1,1,0,2,3,2,0,0,5,4,9,4,7,24,0,0,0,0,0,2,0,0,3,5,17,4,2,2,6,14,95,130,91,165,481,44,109,54,82,289
0,3,2,2,7,67,10,3,5,6,5,3,41,5,3,3,29,2,16,4,12,35,64,0,1,1,0,2,0,5,10,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,25,0,0,25,6,11,12,12,41,5,7,7,6,25,3,2,0,0,5,0,1,1,0,2,10,14,6,20,50,0,1,0,0,1,3,1,3,2,9,36,3,4,5,5,17,44,109,54,82,289,95,130,91,165,481
1,3,1,1,6,43,16,,2,6,4,1,49,3,,2,23,2,17,12,16,35,50,1,0,0,2,3,7,0,0,20,27,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,4,10,0,10,24,10,13,13,13,49,6,8,8,10,32,1,0,1,0,2,0,1,1,0,2,9,5,9,10,33,0,0,0,1,1,2,3,4,1,10,31,3,6,5,3,17,29,102,142,77,350,84,94,57,145,380
2,2,0,1,5,49,13,3,,6,,1,40,2,3,,17,2,16,7,12,40,39,0,0,1,1,2,0,0,5,5,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,3,0,0,5,10,15,0,0,25,8,9,9,14,40,3,6,5,9,23,0,1,1,0,2,1,0,1,0,2,5,12,12,8,37,0,0,0,0,0,0,1,3,1,5,23,2,4,3,3,12,84,94,57,145,380,29,102,142,77,350
2,2,3,3,10,42,4,3,,3,8,4,51,7,,4,26,2,11,16,16,46,33,0,2,1,0,3,0,10,9,0,19,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,1,1,1,3,6,5,5,5,14,29,11,10,6,24,51,6,7,2,14,29,0,0,1,0,1,1,0,1,0,2,8,6,1,11,26,0,0,0,1,1,3,2,0,3,8,21,6,4,4,6,20,85,247,84,45,461,101,109,22,162,394
2,2,2,3,9,66,9,7,1,6,2,5,35,6,1,3,24,1,8,4,11,38,51,2,0,0,1,3,8,0,0,0,8,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,5,0,0,5,0,35,0,0,35,4,17,8,6,35,2,10,6,2,20,1,0,1,0,2,0,0,1,0,1,5,16,9,9,39,0,0,0,0,0,0,4,1,0,5,26,2,7,4,4,17,101,109,22,162,394,85,247,84,45,461
2,1,1,1,5,52,6,,,8,1,3,32,3,5,5,27,2,11,8,9,32,44,0,3,1,0,4,0,25,5,0,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,5,5,0,10,11,7,7,7,32,7,4,5,5,21,0,2,0,0,2,1,0,1,0,2,8,6,7,13,34,0,0,0,1,1,3,1,3,2,9,42,5,3,6,4,18,45,92,124,181,442,96,75,118,228,517
3,3,1,1,8,48,2,2,1,5,4,,46,3,3,4,16,2,19,7,16,55,25,1,0,1,2,4,0,0,14,15,29,0,1,0,2,3,0,0,0,0,0,0,0,0,1,1,0,3,1,0,4,0,25,5,0,30,10,14,9,13,46,5,9,5,10,29,1,0,1,0,2,0,2,0,0,2,4,14,5,16,39,0,1,0,1,2,1,3,2,2,8,30,4,7,4,3,18,96,75,118,228,517,45,92,124,181,442
3,1,1,3,8,50,14,,3,6,1,4,38,4,,4,31,2,10,8,14,42,37,0,2,2,3,7,0,0,25,25,50,0,0,1,0,1,0,1,0,1,2,0,0,1,0,1,2,1,1,1,5,5,10,10,5,30,14,12,9,3,38,8,10,7,1,26,0,0,1,1,2,0,1,1,0,2,7,10,8,5,30,0,0,0,1,1,2,4,2,0,8,22,5,5,3,3,16,43,143,82,102,370,126,125,96,67,414
1,1,3,2,7,41,6,3,1,4,,,44,4,,1,13,2,10,14,13,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,2,1,0,1,4,9,10,0,5,24,7,11,13,13,44,4,8,8,8,28,0,1,1,0,2,0,0,1,1,2,5,12,7,13,37,0,0,0,1,1,2,2,0,1,5,14,3,3,3,4,13,126,125,96,67,414,43,143,82,102,370
0,3,2,2,7,32,8,1,,4,2,4,39,4,,2,16,1,20,5,13,43,20,0,0,0,2,2,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,3,4,0,0,10,25,35,8,10,10,11,39,7,7,9,11,34,0,0,1,1,2,1,0,0,0,1,9,2,7,4,22,0,0,0,0,0,1,0,1,3,5,13,2,3,3,5,13,80,138,13,79,310,130,45,140,68,383
0,4,2,2,8,46,9,4,4,4,1,3,38,4,,2,15,2,12,6,12,45,27,2,2,0,1,5,10,12,0,1,23,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,10,38,7,8,2,6,23,1,0,0,0,1,0,0,1,1,2,9,11,4,9,33,0,0,0,0,0,2,2,0,2,6,16,2,6,2,4,14,130,45,140,68,383,80,138,13,79,310
1,1,1,0,3,45,9,2,1,6,2,2,24,2,4,3,26,1,5,5,9,28,33,1,0,1,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,10,10,20,4,10,3,7,24,2,7,2,6,17,0,0,0,0,0,0,1,0,0,1,7,10,3,14,34,0,0,0,0,0,0,2,0,2,4,37,1,3,1,3,8,131,110,105,158,504,70,102,47,154,373
1,3,2,1,7,47,3,2,5,6,3,2,55,1,2,3,17,,17,6,24,39,45,0,0,0,2,2,0,0,0,15,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,10,0,0,5,15,12,16,11,16,55,9,9,9,14,41,0,1,0,0,1,0,0,0,0,0,9,11,7,18,45,0,0,1,1,2,2,2,2,1,7,26,3,5,4,3,15,70,102,47,154,373,131,110,105,158,504
0,2,2,3,7,47,14,3,7,5,3,5,23,7,5,1,31,,4,5,3,18,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3,1,1,6,15,20,5,10,50,7,8,4,4,23,5,5,3,2,15,2,0,1,0,3,0,0,0,0,0,11,8,2,7,28,0,0,0,0,0,2,3,1,3,9,28,2,4,2,5,13,31,95,66,125,317,110,147,37,118,412
2,3,1,1,7,42,11,5,6,2,,3,38,2,1,5,20,3,9,10,6,41,30,0,1,0,1,2,0,5,0,5,10,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,10,10,11,38,5,4,8,8,25,0,0,0,0,0,2,0,1,0,3,3,11,7,9,30,0,1,1,0,2,2,1,2,2,7,7,4,4,4,3,15,110,147,37,118,412,31,95,66,125,317
0,0,0,0,0,18,,,,,,,,,,,,,,,,,14,33,39,30,40,142,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,5,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,8,0,0,0,0,0,2,5,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,175,177,265,714,0,0,0,0,0
5,3,4,3,15,104,28,10,3,10,5,5,80,13,4,4,56,8,23,11,30,112,51,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0,0,1,1,0,2,3,0,0,1,4,25,0,0,7,32,14,19,13,15,61,10,14,9,11,44,0,0,0,0,0,3,0,2,3,8,10,17,9,18,54,0,1,0,0,1,2,4,1,4,11,57,7,6,5,6,24,0,0,0,0,0,97,175,177,265,714
0,3,3,1,7,49,18,2,2,6,3,,31,2,1,2,27,1,10,6,9,28,46,0,0,0,1,1,0,0,0,5,5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,2,2,1,6,10,15,5,0,30,6,9,11,5,31,5,5,7,4,21,1,0,0,1,2,0,1,0,0,1,9,5,8,7,29,0,1,0,0,1,1,2,2,1,6,25,1,5,4,4,14,117,86,105,40,348,90,92,116,78,376
1,1,1,1,4,52,14,2,2,4,2,,28,3,3,1,22,2,7,5,11,34,39,1,0,1,1,3,0,0,4,5,9,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,1,1,1,1,4,10,11,10,5,36,7,8,8,5,28,7,4,3,4,18,0,1,0,0,1,1,0,0,1,2,9,12,10,7,38,0,0,0,0,0,0,1,1,2,4,27,1,2,2,4,9,90,92,116,78,376,117,86,105,40,348
1,4,1,6,12,49,3,,2,5,3,1,36,6,4,1,28,2,6,11,15,19,23,0,1,1,3,5,0,5,15,19,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,3,6,15,0,0,15,30,10,14,6,6,36,8,10,5,4,27,0,0,1,2,3,1,1,0,0,2,9,6,5,3,23,0,0,0,1,1,3,2,0,0,5,19,4,6,2,4,16,92,42,108,99,341,92,127,81,39,339
1,4,1,3,9,52,3,2,3,4,1,,52,6,,1,17,3,9,14,22,48,38,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,10,0,0,5,15,10,9,13,20,52,7,3,9,8,27,1,1,0,0,2,0,0,1,2,3,7,10,11,12,40,0,0,0,1,1,3,1,2,1,7,12,4,5,3,6,18,92,127,81,39,339,92,42,108,99,341
3,0,1,4,8,40,7,2,2,4,4,1,34,7,,2,21,1,14,4,9,32,35,1,2,1,1,5,5,3,5,15,28,1,0,0,0,1,0,1,0,2,3,1,0,1,0,2,0,0,2,4,6,0,0,25,25,50,8,11,7,8,34,7,7,5,6,25,0,1,0,0,1,1,0,0,0,1,2,11,2,7,22,0,0,0,0,0,0,2,1,1,4,21,3,3,3,4,13,69,90,79,149,387,34,162,29,104,329
2,2,1,3,8,57,10,,5,4,4,1,40,5,,3,25,1,11,8,12,47,40,3,4,0,1,8,15,10,0,13,38,0,0,1,0,1,1,0,1,0,2,0,1,0,2,3,1,2,0,0,3,5,15,0,0,20,8,6,8,18,40,4,5,6,11,26,1,0,0,0,1,0,1,0,0,1,5,13,7,17,42,0,0,0,1,1,0,2,2,0,4,13,4,3,3,3,13,34,162,29,104,329,69,90,79,149,387
0,0,0,0,0,11,,,,,,,,,,,,,,,,,8,33,34,37,52,156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,2,2,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,215,214,298,893,0,0,0,0,0
3,1,4,6,14,89,8,5,6,11,6,6,80,9,6,6,44,4,18,22,26,55,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1,4,9,20,0,10,35,65,15,18,15,32,80,8,14,11,17,50,0,0,0,0,0,0,1,2,1,4,11,18,16,19,64,0,0,0,2,2,3,4,3,3,13,61,7,5,7,9,28,0,0,0,0,0,166,215,214,298,893
1,2,1,2,6,56,2,1,2,8,5,7,38,4,,5,33,2,12,7,13,24,64,0,0,2,0,2,0,0,5,0,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,2,5,5,15,0,10,30,9,15,8,6,38,6,13,6,5,30,0,1,2,1,4,0,1,1,0,2,9,15,10,7,41,0,2,0,0,2,2,1,2,1,6,49,3,6,3,3,15,106,91,38,11,246,79,165,174,153,571
1,2,2,2,7,48,,3,,4,2,2,31,6,,2,17,4,12,9,6,35,30,0,2,1,0,3,0,24,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,0,6,28,0,10,0,38,10,9,8,4,31,6,6,6,3,21,0,1,1,0,2,0,1,2,1,4,8,16,4,2,30,0,0,0,0,0,2,1,0,0,3,27,5,2,3,3,13,79,165,174,153,571,106,91,38,11,246
0,2,2,1,5,50,13,5,1,4,5,2,30,4,2,3,32,,7,5,10,20,54,0,1,0,0,1,0,29,0,0,29,0,0,0,1,1,0,1,0,1,2,0,0,0,1,1,2,1,2,1,6,10,2,15,10,37,8,12,6,4,30,7,9,4,4,24,1,3,0,2,6,0,0,0,0,0,13,6,4,3,26,0,0,0,0,0,3,0,1,1,5,20,4,2,3,4,13,23,63,72,144,302,152,100,60,57,369
1,3,3,2,9,53,7,6,3,2,,2,35,7,4,1,16,6,9,5,9,44,26,0,1,0,0,1,0,15,0,0,15,0,1,0,2,3,0,0,0,1,1,0,1,0,1,2,0,1,2,0,3,0,0,12,0,12,3,6,8,18,35,2,2,4,12,20,0,0,0,0,0,1,3,0,2,6,4,11,5,14,34,0,0,0,1,1,0,0,0,1,1,3,1,4,3,4,12,152,100,60,57,369,23,63,72,144,302
0,0,0,0,0,20,,,,,,,,,,,,,,,,,16,31,42,35,42,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,10,0,0,0,0,0,1,6,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,82,144,287,618,0,0,0,0,0
6,7,3,6,22,128,29,7,6,13,2,12,85,18,2,9,60,11,29,15,28,83,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,3,9,15,25,5,14,59,15,17,15,24,71,8,7,10,15,40,0,0,0,0,0,1,5,0,4,10,6,9,13,16,44,0,0,1,1,2,1,2,4,4,11,58,7,9,7,9,32,0,0,0,0,0,105,82,144,287,618
3,2,1,2,8,26,6,3,2,3,,1,37,5,,2,12,1,9,4,16,39,17,2,1,0,1,4,24,39,0,7,70,1,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0,1,0,1,2,0,15,0,5,20,5,7,8,17,37,1,5,4,9,19,1,0,0,0,1,0,0,1,0,1,1,5,4,7,17,0,0,0,1,1,0,0,1,2,3,10,3,2,2,4,11,144,124,119,37,424,24,87,84,107,302
1,1,1,2,5,67,9,3,3,8,5,1,32,2,8,8,34,1,10,6,9,29,63,0,1,0,0,1,0,13,0,0,13,1,1,0,0,2,0,1,1,1,3,0,0,0,0,0,2,0,0,0,2,15,0,0,0,15,9,11,10,2,32,7,8,7,1,23,0,0,1,0,1,1,0,0,0,1,15,13,11,6,45,0,0,0,0,0,2,1,4,0,7,41,3,2,5,4,14,24,87,84,107,302,144,124,119,37,424
0,0,0,0,0,17,,,,,,,,,,,,,,,,,14,33,41,28,40,142,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5,0,0,0,0,0,3,4,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,3,4,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,216,189,254,866,0,0,0,0,0
2,5,2,3,12,97,15,3,6,10,6,6,60,8,3,11,57,5,15,12,18,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5,2,2,2,2,8,15,5,15,10,45,17,20,8,15,60,11,12,4,11,38,0,0,0,0,0,3,1,0,1,5,12,17,12,16,57,0,1,0,0,1,4,3,2,2,11,53,6,8,4,7,25,0,0,0,0,0,207,216,189,254,866
2,1,1,1,5,38,7,6,4,5,2,1,39,3,1,3,20,5,12,4,12,33,30,1,1,1,1,4,4,8,5,6,23,1,1,0,0,2,0,1,0,1,2,0,1,0,2,3,2,2,1,0,5,4,0,5,0,9,6,12,10,11,39,3,8,7,6,24,0,1,0,1,2,2,2,0,1,5,3,8,11,4,26,0,0,0,0,0,0,2,2,2,6,16,3,4,3,4,14,69,98,73,132,372,26,102,132,41,301
2,2,2,4,10,74,7,2,5,7,6,4,29,5,3,5,36,2,6,3,13,39,42,0,1,0,1,2,0,0,0,10,10,0,0,0,0,0,0,1,0,2,3,0,1,0,1,2,1,0,3,1,5,5,0,15,5,25,7,8,8,6,29,2,4,3,2,11,2,2,0,1,5,0,1,0,1,2,9,12,5,11,37,0,0,0,1,1,2,1,1,1,5,32,5,3,5,6,19,26,102,132,41,301,69,98,73,132,372
3,2,1,2,8,37,2,1,2,3,2,3,29,6,,1,16,3,9,2,14,38,20,1,2,0,0,3,8,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,3,15,5,0,0,20,5,6,11,7,29,1,2,6,4,13,1,3,0,0,4,0,0,1,2,3,2,3,8,3,16,1,0,0,0,1,0,1,4,1,6,10,4,3,5,3,15,125,93,40,105,363,26,64,151,10,251
1,2,2,5,10,74,,1,3,5,2,8,28,7,3,5,37,4,8,3,12,33,54,0,0,1,0,1,0,0,3,0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,4,6,0,0,15,25,40,7,11,5,5,28,5,9,2,4,20,0,0,1,2,3,1,3,0,0,4,12,14,5,12,43,0,0,0,0,0,2,4,1,1,8,26,3,6,3,3,15,26,64,151,10,251,125,93,40,105,363
1,2,1,2,6,33,6,2,1,4,6,3,36,4,2,2,19,1,13,7,10,34,28,0,3,1,3,7,0,43,5,51,99,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,2,5,10,0,10,20,40,7,5,5,19,36,4,2,5,11,22,1,2,0,0,3,0,0,0,1,1,6,2,7,9,24,0,0,0,0,0,2,0,0,2,4,11,3,2,1,5,11,52,151,76,83,362,65,42,128,125,360
1,2,1,0,4,53,9,1,3,5,5,1,40,2,7,3,25,3,16,5,15,62,23,1,2,0,1,4,5,15,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,5,10,20,0,0,30,7,18,5,10,40,6,10,2,5,23,0,0,0,1,1,1,2,0,0,3,6,14,9,10,39,0,0,0,0,0,1,4,1,1,7,26,2,6,2,3,13,65,42,128,125,360,52,151,76,83,362
0,0,0,0,0,11,,,,,,,,,,,,,,,,,8,37,42,34,36,149,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,0,0,2,3,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,2,3,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,210,209,215,795,0,0,0,0,0
5,4,2,3,14,93,27,4,6,11,6,6,75,6,5,5,56,3,20,22,21,81,61,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,1,2,0,4,1,1,3,4,9,0,5,84,35,124,17,21,19,18,75,10,11,11,12,44,0,0,0,0,0,1,0,1,1,3,10,14,14,14,52,0,0,0,0,0,1,6,2,3,12,39,6,10,6,6,28,0,0,0,0,0,161,210,209,215,795
4,2,1,1,8,47,14,1,3,7,4,,36,2,4,,25,,4,8,18,30,40,0,1,3,0,4,0,31,27,0,58,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,5,0,0,15,20,7,7,12,10,36,6,4,7,8,25,2,0,1,1,4,0,0,0,0,0,4,3,8,13,28,0,0,0,0,0,0,0,2,1,3,26,3,2,3,3,11,27,124,113,47,311,101,63,100,112,376
3,3,1,3,10,62,5,6,3,5,4,,39,6,11,,21,4,3,15,12,47,37,0,1,1,3,5,0,15,10,32,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,10,15,14,13,15,57,5,12,11,11,39,3,8,6,6,23,0,0,0,0,0,2,0,1,1,4,3,13,10,8,34,0,0,0,0,0,1,1,4,1,7,16,4,7,5,5,21,101,63,100,112,376,27,124,113,47,311
3,1,2,2,8,29,1,,4,3,1,3,53,4,3,4,17,3,7,23,18,56,21,1,1,0,0,2,6,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,3,0,0,10,15,25,6,16,16,15,53,4,10,10,11,35,0,0,1,0,1,2,0,1,0,3,5,8,5,7,25,1,0,0,0,1,1,2,4,1,8,16,4,3,6,3,16,113,146,56,58,373,62,93,84,103,342
0,1,2,3,6,68,,1,1,6,1,7,28,5,2,8,34,1,10,6,10,40,46,0,1,0,0,1,0,15,0,0,15,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,5,0,0,5,7,10,7,4,28,6,8,3,1,18,2,0,1,0,3,0,0,1,0,1,13,14,5,11,43,0,0,0,0,0,0,1,0,0,1,27,0,3,3,3,9,62,93,84,103,342,113,146,56,58,373
0,3,3,1,7,49,3,1,3,5,3,2,37,5,2,2,22,4,10,12,10,26,53,1,2,0,1,4,5,15,0,0,20,1,1,2,1,5,1,0,0,0,1,2,0,0,0,2,0,1,3,0,4,0,5,29,0,34,6,9,6,16,37,6,2,2,11,21,0,2,0,0,2,0,1,1,2,4,7,4,1,12,24,0,0,0,0,0,3,1,0,3,7,23,3,4,3,4,14,89,59,127,55,330,132,43,16,105,296
1,3,1,4,9,69,5,1,2,4,2,2,25,8,10,1,28,2,6,4,11,43,36,0,2,1,4,7,0,10,5,36,51,1,2,1,0,4,2,0,0,0,2,1,0,0,0,1,2,2,2,1,7,20,7,25,5,57,7,5,8,5,25,5,3,8,3,19,0,1,1,2,4,0,2,0,0,2,9,12,8,9,38,0,0,0,0,0,0,1,3,0,4,30,2,5,4,4,15,132,43,16,105,296,89,59,127,55,330
2,3,2,4,11,41,4,3,2,2,3,4,38,9,5,4,25,3,13,9,9,42,27,0,3,1,0,4,0,20,9,0,29,0,1,0,1,2,0,0,0,1,1,0,1,1,0,2,0,0,1,0,1,0,0,10,0,10,8,10,8,12,38,4,7,5,4,20,2,1,0,0,3,0,2,1,0,3,7,5,3,3,18,1,0,0,1,2,1,0,1,1,3,7,3,4,3,5,15,56,30,105,94,285,82,89,86,50,307
3,3,3,4,13,68,5,2,1,3,1,5,30,9,1,4,32,3,5,10,12,8,32,1,1,1,0,3,5,5,10,0,20,1,1,1,0,3,0,1,1,0,2,0,0,0,1,1,1,1,0,2,4,10,5,0,15,30,10,8,7,5,30,7,3,4,4,18,0,2,1,0,3,2,1,0,0,3,5,8,8,10,31,1,0,1,0,2,0,0,1,1,2,10,3,3,4,4,14,82,89,86,50,307,56,30,105,94,285
