fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,game_id,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,fourth_down_attempts_total,num_of_defensive_penalties_total,num_of_defensive_penalty_yards_total,num_of_fumbles_total,num_of_interceptions_caught_total,num_of_interceptions_thrown_total,num_of_offensive_penalties_total,num_of_offensive_penalty_yards_total,num_of_passes_attempted_total,num_of_passes_completed_total,num_of_sacks_total,num_of_times_sacked_total,number_of_first_downs_total,number_of_successful_fourth_downs_total,number_of_successful_third_downs_total,third_down_attempts_total,yards_allowed_total,yards_moved_total
1,1,1,3,2021120501,55,,,1.0,3.0,2.0,7,6.0,5.0,,18.0,3.0,16,2.0,5.0,8.0,3.0,27,1.0,4.0,4.0,6,32,17,1,1,1,1,2,1,15,10,8,15,2,0,0,0,2,0,0,2,0,0,0,0,2,1,0,1,5,5,0,5,3,5,6,2,2,3,5,1,1,1,0,1,1,0,0,0,8,6,4,6,1,0,0,0,1,2,1,1,33,3,4,3,5,136,80,84,160,51,95,62,40,6,5,48,2,4,0,4,15,16,11,3,1,24,1,5,15,460,248
0,4,1,3,2021120501,43,1.0,1.0,2.0,2.0,,4,,7.0,5.0,18.0,3.0,45,3.0,1.0,7.0,4.0,25,3.0,12.0,14.0,16,29,38,1,1,0,0,1,0,0,0,15,0,1,0,0,1,0,0,0,0,2,0,0,2,1,2,2,1,0,15,10,5,5,10,10,20,5,7,6,14,1,0,0,0,1,1,0,1,6,7,9,12,0,1,1,2,3,2,1,2,28,3,6,4,5,51,95,62,40,136,80,84,160,8,1,15,2,0,4,6,30,45,32,1,3,34,4,8,18,248,460
2,0,1,2,2021120500,32,1.0,2.0,2.0,4.0,1.0,6,,2.0,4.0,27.0,,52,3.0,5.0,1.0,4.0,17,,20.0,11.0,16,24,24,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,20,9,13,10,15,7,10,7,1,2,1,1,0,0,0,0,13,6,9,6,1,0,0,0,1,2,3,2,36,3,2,4,4,93,103,77,116,148,92,93,99,5,2,5,1,0,1,1,10,52,39,5,0,34,1,8,13,389,432
1,3,1,2,2021120500,43,,4.0,2.0,2.0,1.0,4,6.0,1.0,4.0,10.0,2.0,43,6.0,1.0,2.0,5.0,19,5.0,15.0,9.0,13,35,33,0,0,1,0,0,0,4,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,1,2,0,10,5,20,5,15,9,14,4,9,8,9,0,0,0,0,1,2,1,1,7,9,5,6,0,0,0,0,1,4,3,2,11,2,8,4,4,148,92,93,99,93,103,77,116,7,1,4,4,1,0,5,35,43,30,0,5,27,0,10,18,432,389
3,2,1,1,2021120503,50,9.0,3.0,3.0,,3.0,7,1.0,,6.0,14.0,2.0,41,3.0,6.0,,5.0,27,3.0,15.0,9.0,10,25,46,3,3,0,2,1,0,0,19,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,15,15,11,9,11,10,7,6,8,9,1,0,1,1,0,3,0,0,8,5,12,11,0,0,0,0,1,0,1,4,27,4,2,2,5,31,203,20,119,103,58,162,111,7,3,36,1,1,0,4,30,41,30,3,3,36,0,6,13,373,434
2,1,3,2,2021120503,49,9.0,2.0,3.0,2.0,3.0,6,4.0,,4.0,4.0,3.0,40,3.0,3.0,,5.0,25,3.0,10.0,7.0,16,38,39,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,5,4,13,6,17,2,11,1,12,0,3,0,0,1,0,1,1,3,16,3,7,0,0,0,1,0,0,0,2,29,2,2,3,6,103,58,162,111,31,203,20,119,8,1,1,2,0,1,2,10,40,26,3,3,29,1,2,13,434,373
1,3,1,1,2021120504,69,14.0,1.0,,4.0,2.0,6,7.0,3.0,6.0,,4.0,22,3.0,6.0,6.0,2.0,44,2.0,9.0,5.0,7,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,10,0,5,10,6,6,6,4,5,3,5,3,0,2,0,2,0,0,1,1,9,7,9,10,0,1,0,0,2,1,0,4,31,3,4,1,5,30,45,58,35,104,57,106,123,6,0,0,1,1,0,6,25,22,16,4,2,35,1,7,13,168,390
1,3,1,4,2021120504,31,4.0,2.0,,,,1,2.0,,3.0,3.0,1.0,29,6.0,1.0,4.0,1.0,15,4.0,11.0,8.0,8,40,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,15,0,10,5,7,6,11,2,3,4,4,0,0,1,1,0,2,0,2,1,3,5,2,0,0,0,0,1,2,0,0,0,2,5,1,4,104,57,106,123,30,45,58,35,9,1,0,1,0,1,4,25,29,13,2,4,11,0,3,12,390,168
2,4,1,3,2021120505,41,10.0,2.0,2.0,,1.0,3,6.0,1.0,1.0,6.0,1.0,44,3.0,5.0,,5.0,28,1.0,13.0,5.0,19,48,26,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,2,0,10,0,15,5,14,4,21,1,8,4,13,0,0,0,1,1,0,0,0,3,8,4,14,0,2,0,2,1,1,1,2,15,3,5,2,5,124,18,126,12,63,127,54,259,10,1,2,1,1,2,4,25,44,26,1,1,29,4,5,15,280,503
1,2,2,2,2021120505,42,11.0,,2.0,2.0,3.0,6,2.0,,1.0,,1.0,31,4.0,3.0,1.0,2.0,20,1.0,8.0,9.0,10,47,19,0,0,0,1,1,1,0,5,15,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,1,10,0,20,5,14,3,12,2,8,0,8,1,1,0,0,0,0,0,0,1,12,1,6,4,0,0,0,0,3,0,2,0,16,4,2,4,3,63,127,54,259,124,18,126,12,7,3,25,0,2,1,6,35,31,17,1,1,23,0,5,13,503,280
1,0,1,1,2021121204,52,13.0,3.0,4.0,6.0,2.0,9,5.0,1.0,,,1.0,33,1.0,4.0,,,23,3.0,8.0,4.0,13,53,29,0,0,1,2,1,0,5,29,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,5,5,15,0,8,12,9,4,5,9,8,2,3,0,0,2,1,0,2,0,7,15,5,6,0,0,0,0,1,4,2,2,42,3,7,4,5,52,92,65,82,92,142,96,83,3,4,38,1,1,0,4,25,33,24,5,3,33,0,9,19,291,413
3,1,0,0,2021121204,25,5.0,2.0,2.0,1.0,1.0,2,2.0,,4.0,1.0,,46,3.0,2.0,,,13,5.0,21.0,6.0,15,52,14,0,0,1,4,1,1,5,45,5,5,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,10,0,0,0,9,15,10,12,6,10,7,11,1,0,2,0,3,0,0,2,3,5,7,5,0,1,0,0,1,1,1,2,15,5,4,2,3,92,142,96,83,52,92,65,82,4,7,60,4,0,1,2,10,46,34,3,5,20,1,5,14,413,291
3,3,2,3,2021121205,32,,4.0,3.0,,3.0,3,2.0,4.0,1.0,10.0,,46,6.0,2.0,2.0,2.0,13,3.0,15.0,10.0,13,45,12,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,30,0,10,7,13,6,20,2,6,2,10,1,1,0,1,0,0,2,1,0,6,2,6,0,1,0,0,0,1,0,2,9,3,5,3,5,89,53,91,124,16,108,10,131,11,1,5,0,0,0,4,40,46,20,3,3,14,1,3,16,357,265
3,2,3,2,2021121205,67,4.0,1.0,,3.0,3.0,7,6.0,9.0,12.0,1.0,1.0,22,5.0,2.0,4.0,4.0,41,3.0,10.0,,11,31,49,0,0,0,0,1,1,0,0,5,27,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,7,3,6,6,5,2,5,4,0,0,2,1,1,1,0,1,7,6,6,11,1,0,0,0,1,0,2,3,30,4,2,4,5,16,108,10,131,89,53,91,124,10,2,32,2,0,0,2,10,22,16,3,3,30,1,6,15,265,357
1,2,1,4,2021121206,55,7.0,1.0,1.0,2.0,3.0,5,2.0,2.0,10.0,1.0,1.0,32,5.0,1.0,2.0,5.0,29,4.0,12.0,9.0,8,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,15,9,9,8,6,7,6,5,3,2,0,0,1,1,1,0,2,9,6,7,3,0,0,0,0,1,2,3,0,20,3,4,4,5,7,77,132,40,101,68,67,41,8,0,0,0,4,0,2,15,32,21,3,4,25,0,6,16,256,277
1,2,1,3,2021121206,19,4.0,5.0,2.0,,,1,,1.0,2.0,7.0,1.0,43,5.0,,1.0,,8,3.0,14.0,8.0,13,43,7,0,0,2,2,1,0,20,10,15,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,0,10,10,14,3,10,16,14,3,7,12,8,1,1,0,2,2,0,0,1,2,3,5,3,0,0,0,1,1,2,2,0,0,2,4,3,5,101,68,67,41,7,77,132,40,7,5,45,1,0,4,5,34,43,30,4,3,13,1,5,14,277,256
1,3,4,3,2021121207,59,4.0,2.0,2.0,1.0,4.0,7,4.0,3.0,5.0,8.0,1.0,45,6.0,3.0,5.0,4.0,28,4.0,12.0,12.0,13,45,40,1,1,2,2,0,0,15,5,0,0,2,0,0,0,1,0,0,0,1,0,0,1,2,2,2,1,5,15,5,15,14,17,9,5,10,9,6,3,1,1,1,2,1,1,1,1,11,9,7,3,0,0,0,0,3,3,1,2,27,5,7,4,6,39,21,107,86,122,158,79,74,11,4,20,2,1,2,7,40,45,28,5,4,30,0,9,22,253,433
2,3,1,3,2021121207,44,4.0,3.0,5.0,1.0,,4,6.0,1.0,1.0,8.0,2.0,38,7.0,4.0,1.0,3.0,20,5.0,6.0,14.0,8,48,17,2,2,3,1,1,0,6,29,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,2,5,10,10,5,8,7,13,10,3,2,8,5,1,1,1,1,1,1,1,2,4,2,7,9,0,0,0,1,1,0,1,2,20,5,4,2,6,122,158,79,74,39,21,107,86,9,5,35,3,2,1,5,30,38,18,4,5,22,1,4,17,433,253
1,3,3,2,2021121209,60,4.0,2.0,2.0,4.0,3.0,8,8.0,2.0,9.0,,2.0,32,4.0,3.0,4.0,3.0,33,2.0,8.0,4.0,15,41,44,0,0,0,0,1,2,0,0,5,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,5,5,6,17,5,4,5,11,4,3,0,0,2,0,0,1,1,0,11,14,6,6,0,0,0,0,1,3,0,3,37,2,5,2,4,114,31,31,145,93,196,92,44,9,3,25,0,1,0,3,14,32,23,2,2,37,0,7,13,321,425
2,3,2,0,2021121209,42,10.0,7.0,1.0,1.0,,4,,3.0,2.0,9.0,1.0,39,5.0,,7.0,3.0,25,2.0,7.0,7.0,16,48,14,2,2,1,1,0,0,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,11,8,8,12,5,4,2,9,0,1,1,0,0,0,2,0,7,1,4,14,0,0,0,0,1,1,2,3,21,3,4,4,3,93,196,92,44,114,31,31,145,7,2,15,1,0,1,1,5,39,20,2,2,26,0,7,14,425,321
2,4,0,3,2021121901,56,12.0,1.0,,3.0,3.0,7,2.0,,13.0,,3.0,28,3.0,2.0,,6.0,35,2.0,8.0,6.0,11,27,51,0,0,0,0,0,1,0,0,0,19,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,10,10,0,10,10,9,5,4,8,7,4,2,0,2,0,0,1,0,0,1,8,9,8,3,0,1,0,0,4,0,2,0,30,5,3,2,4,5,80,192,172,124,114,63,37,9,1,19,1,1,0,5,30,28,21,2,2,28,1,6,14,449,338
1,3,2,2,2021121901,35,12.0,3.0,2.0,,2.0,4,3.0,,2.0,34.0,2.0,51,3.0,1.0,,,18,2.0,13.0,9.0,21,40,7,1,1,0,3,1,1,0,45,15,13,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,5,5,0,0,2,13,9,27,2,9,5,14,1,0,0,1,0,2,0,0,1,5,9,13,0,0,0,1,0,1,3,3,12,2,4,5,6,124,114,63,37,5,80,192,172,8,5,73,1,0,1,2,10,51,30,2,2,28,1,7,17,338,449
1,2,2,3,2021121210,49,10.0,3.0,5.0,3.0,2.0,7,,3.0,,18.0,1.0,51,5.0,3.0,2.0,6.0,24,2.0,6.0,21.0,14,39,33,0,0,0,1,0,3,0,5,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,7,11,9,10,3,6,2,2,0,0,0,1,0,1,10,13,3,5,0,0,0,0,3,2,0,2,33,4,5,2,6,36,123,123,182,164,140,46,75,8,4,24,1,1,0,0,0,46,28,4,2,31,0,7,17,464,425
2,3,3,2,2021121210,41,,3.0,1.0,3.0,2.0,6,2.0,4.0,4.0,10.0,1.0,56,7.0,3.0,,2.0,15,4.0,19.0,10.0,22,62,17,0,0,1,1,2,2,5,11,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,10,0,0,7,14,11,22,5,9,8,15,0,1,0,1,2,2,0,0,3,7,8,17,0,0,1,1,0,0,1,1,27,2,4,4,3,164,140,46,75,36,123,123,182,10,6,36,0,0,1,2,10,54,37,2,4,35,2,2,13,425,464
2,0,2,4,2021121211,44,2.0,2.0,4.0,3.0,3.0,6,2.0,2.0,2.0,6.0,2.0,37,5.0,3.0,1.0,1.0,13,2.0,11.0,12.0,7,46,21,0,0,0,0,2,0,0,0,16,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,3,5,0,6,14,7,11,5,14,2,8,2,9,2,0,1,0,0,0,1,1,5,12,1,6,0,0,0,0,2,3,0,1,30,4,4,2,4,42,176,150,71,67,228,14,93,8,2,16,1,0,2,6,25,37,21,3,2,24,0,6,14,439,402
1,3,2,0,2021121211,47,7.0,3.0,3.0,6.0,1.0,8,2.0,1.0,3.0,1.0,,37,4.0,6.0,1.0,2.0,22,3.0,10.0,5.0,16,39,39,0,0,1,1,0,0,5,15,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10,0,4,17,10,6,4,11,8,6,0,0,1,1,2,0,1,0,3,15,14,8,0,1,0,0,1,1,0,2,45,3,3,2,2,67,228,14,93,42,176,150,71,6,2,20,2,2,0,2,10,37,29,2,3,40,1,4,10,402,439
1,2,3,5,2021121902,44,15.0,2.0,1.0,1.0,3.0,5,5.0,,1.0,8.0,,40,5.0,4.0,,,25,3.0,23.0,5.0,9,36,28,0,0,1,0,1,0,5,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,10,5,6,15,14,3,4,11,7,0,1,0,0,0,1,1,1,7,7,5,6,0,0,0,2,0,2,1,1,22,1,4,4,6,75,71,56,88,82,76,68,74,11,2,20,0,1,0,2,20,40,25,1,3,25,2,4,15,290,300
1,2,2,4,2021121902,49,23.0,3.0,1.0,3.0,3.0,6,4.0,,,,1.0,30,7.0,1.0,,,28,1.0,12.0,5.0,9,31,38,0,0,2,2,1,1,15,5,5,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,5,15,0,10,7,8,6,9,6,7,1,6,0,1,1,1,0,1,0,0,8,4,4,5,0,0,0,0,4,2,2,2,24,6,4,4,5,82,76,68,74,75,71,56,88,9,6,35,0,0,1,5,30,30,20,3,1,21,0,10,19,300,290
0,2,2,0,2021121600,34,5.0,3.0,6.0,2.0,2.0,6,2.0,2.0,2.0,1.0,1.0,49,1.0,3.0,2.0,1.0,17,1.0,18.0,8.0,14,53,26,1,1,0,1,1,1,0,8,5,15,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,12,5,14,13,10,2,8,9,0,0,0,0,0,1,0,0,12,2,5,11,0,0,0,0,1,1,3,2,34,1,3,5,3,47,161,76,145,139,7,101,169,4,3,28,1,1,1,1,8,44,29,0,1,30,0,7,12,429,416
1,2,1,2,2021121600,52,11.0,4.0,3.0,4.0,,6,4.0,6.0,2.0,4.0,2.0,40,1.0,5.0,6.0,2.0,36,,13.0,5.0,15,37,48,0,0,2,0,2,2,10,0,30,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,9,10,7,14,4,7,4,8,0,1,0,0,0,0,0,0,3,15,5,13,0,1,0,1,1,2,1,2,28,2,4,3,5,139,7,101,169,47,161,76,145,6,6,55,1,1,1,1,5,40,23,1,0,36,2,6,14,416,429
1,2,1,2,2021121903,48,8.0,2.0,2.0,2.0,3.0,5,6.0,2.0,3.0,6.0,1.0,38,4.0,4.0,1.0,4.0,28,3.0,11.0,7.0,15,33,33,0,0,1,0,2,2,10,0,20,10,1,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,5,0,0,0,8,16,9,5,4,13,7,4,0,0,0,1,0,1,0,2,6,12,8,3,0,0,0,0,0,4,2,1,21,3,6,3,3,90,34,86,104,52,161,59,42,6,5,40,3,3,0,2,5,38,28,1,3,29,0,7,15,314,314
1,1,3,3,2021121903,39,17.0,1.0,2.0,,2.0,3,2.0,,1.0,9.0,6.0,37,2.0,1.0,2.0,1.0,24,1.0,13.0,6.0,14,40,23,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,15,14,5,4,10,18,3,4,4,10,0,1,0,2,0,0,0,1,7,2,3,5,0,0,1,0,4,0,1,2,6,5,1,6,5,52,161,59,42,90,34,86,104,8,1,5,2,0,3,5,29,37,21,3,1,17,1,7,17,314,314
3,2,1,3,2021121904,40,7.0,,6.0,1.0,5.0,6,2.0,1.0,1.0,5.0,3.0,29,5.0,2.0,1.0,2.0,16,3.0,9.0,7.0,7,31,21,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2,1,1,10,10,0,5,8,7,8,6,3,6,5,4,1,1,1,1,1,0,1,1,2,3,7,3,0,0,0,0,0,0,2,0,19,3,3,3,3,67,92,44,142,37,48,49,24,9,1,5,2,1,1,5,25,29,18,4,3,15,0,2,12,345,158
2,1,2,2,2021121904,58,4.0,2.0,3.0,1.0,2.0,4,8.0,5.0,8.0,2.0,2.0,34,3.0,4.0,3.0,8.0,40,4.0,6.0,12.0,11,37,42,0,0,0,0,3,1,0,0,29,14,0,1,2,2,0,0,1,0,0,0,0,1,0,2,0,2,0,15,0,10,9,12,5,8,6,8,3,7,1,0,1,1,1,1,1,1,10,8,3,8,0,0,0,1,3,4,1,2,13,5,5,4,4,37,48,49,24,67,92,44,142,7,4,43,5,1,1,4,25,34,24,3,4,29,1,10,18,158,345
2,0,0,3,2021121906,48,13.0,1.0,,4.0,1.0,6,3.0,2.0,5.0,,1.0,25,4.0,2.0,3.0,3.0,31,,11.0,5.0,7,26,41,0,0,1,3,0,1,5,20,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,8,6,4,5,6,5,2,0,2,2,0,0,0,0,0,5,11,13,3,0,0,0,0,1,2,2,1,31,3,3,2,4,52,36,78,102,87,143,114,53,5,5,30,1,0,0,1,5,25,18,4,0,32,0,6,12,268,397
2,1,1,3,2021121906,42,2.0,,4.0,1.0,2.0,4,3.0,4.0,2.0,2.0,6.0,32,2.0,3.0,1.0,4.0,19,4.0,10.0,8.0,9,33,33,0,0,0,1,0,0,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,5,0,7,7,7,11,3,4,5,7,0,0,0,0,0,2,2,0,5,4,3,4,0,0,0,0,2,1,1,1,19,6,4,3,4,87,143,114,53,52,36,78,102,7,1,14,2,0,0,4,15,32,19,0,4,16,0,5,17,397,268
1,2,1,3,2021121300,42,8.0,7.0,7.0,2.0,3.0,5,2.0,,1.0,39.0,4.0,51,1.0,1.0,,2.0,14,4.0,12.0,10.0,15,42,7,0,0,0,0,2,0,0,0,19,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,2,5,5,10,15,14,10,12,15,10,7,9,10,0,0,2,1,1,1,0,2,8,9,7,9,0,1,0,1,4,2,2,1,23,5,4,3,4,44,129,85,100,135,140,101,151,7,2,19,1,0,2,6,35,51,36,3,4,33,2,9,16,358,527
1,2,1,2,2021121300,41,9.0,2.0,2.0,3.0,3.0,7,1.0,,6.0,6.0,1.0,34,3.0,3.0,,2.0,21,3.0,9.0,6.0,12,28,35,0,0,1,1,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,3,0,10,0,25,7,11,8,8,5,8,6,6,1,1,0,2,0,0,2,1,4,9,8,5,0,0,0,0,1,3,1,1,30,2,5,3,3,135,140,101,151,44,129,85,100,6,2,5,1,2,0,5,35,34,25,4,3,26,0,6,13,527,358
3,3,1,2,2021121905,50,6.0,5.0,5.0,1.0,2.0,3,5.0,2.0,7.0,4.0,1.0,38,6.0,3.0,4.0,6.0,33,3.0,10.0,9.0,8,41,35,0,0,0,0,2,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,15,20,7,13,5,13,3,8,4,4,0,2,0,1,1,0,1,1,3,6,8,5,0,0,0,0,2,2,1,2,10,5,6,2,6,103,34,120,39,33,88,89,91,9,3,20,2,0,0,4,35,38,19,3,3,22,0,7,19,296,301
3,4,1,2,2021121905,46,1.0,1.0,2.0,,3.0,4,1.0,,7.0,4.0,1.0,23,8.0,5.0,3.0,4.0,21,3.0,5.0,8.0,5,25,27,1,1,0,1,0,2,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,10,0,0,11,4,4,4,7,4,2,3,1,0,1,1,0,2,0,1,5,1,8,2,0,0,0,0,1,0,1,2,15,4,4,2,4,33,88,89,91,103,34,120,39,10,3,23,0,0,0,4,15,23,16,3,3,16,0,4,14,301,296
1,3,2,2,2021121907,37,14.0,7.0,5.0,1.0,1.0,3,2.0,1.0,1.0,9.0,2.0,33,6.0,,,3.0,21,3.0,5.0,4.0,11,34,20,0,0,2,0,1,1,16,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,15,10,19,3,10,7,13,3,5,4,7,0,2,1,1,0,2,0,1,3,3,8,2,0,0,0,0,1,0,1,1,10,2,4,3,6,107,95,83,106,23,64,115,40,8,4,21,0,1,1,5,44,33,19,4,3,16,0,3,15,391,242
2,2,1,2,2021121907,46,5.0,4.0,1.0,2.0,2.0,5,3.0,3.0,4.0,6.0,,33,4.0,4.0,1.0,6.0,26,4.0,8.0,9.0,9,28,39,0,0,0,1,0,2,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,15,0,0,0,13,10,5,5,10,7,3,5,0,2,0,1,0,2,1,1,8,5,6,9,0,0,0,0,3,3,1,0,20,5,5,2,3,23,64,115,40,107,95,83,106,7,3,19,0,1,1,2,15,33,25,3,4,28,0,7,15,242,391
0,3,2,1,2021122002,58,7.0,3.0,3.0,3.0,2.0,6,14.0,1.0,2.0,9.0,1.0,27,2.0,11.0,,2.0,37,3.0,5.0,2.0,13,46,26,0,0,0,0,0,1,0,0,0,23,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,10,15,0,0,7,8,6,6,6,6,4,5,0,1,0,1,2,0,1,0,4,11,11,7,0,1,0,0,2,2,1,2,27,3,4,3,3,101,28,10,116,94,177,147,111,6,1,23,2,1,1,3,25,27,21,2,3,33,1,7,13,255,529
2,2,2,1,2021122002,35,10.0,3.0,1.0,2.0,1.0,4,6.0,,,8.0,,32,5.0,4.0,,1.0,21,2.0,12.0,2.0,14,38,15,0,0,0,1,1,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,7,6,5,14,4,5,1,10,2,0,1,0,0,1,0,1,8,1,2,9,0,0,0,0,2,1,0,3,17,4,3,2,5,94,177,147,111,101,28,10,116,7,2,10,2,1,1,1,15,32,20,3,2,20,0,6,14,529,255
1,3,3,3,2021122000,42,1.0,2.0,1.0,,2.0,2,4.0,3.0,4.0,15.0,2.0,39,3.0,2.0,6.0,3.0,23,3.0,15.0,7.0,13,37,23,0,0,2,0,2,1,27,0,30,5,1,2,0,0,0,1,0,0,0,0,0,0,1,2,1,1,8,4,12,5,2,11,4,22,1,9,3,13,1,2,0,1,0,1,2,0,4,7,1,12,0,1,0,1,0,2,0,0,9,1,6,3,3,88,32,73,41,51,115,29,186,10,5,62,3,1,0,5,29,39,26,4,3,24,2,2,13,234,381
1,3,1,5,2021122000,55,2.0,3.0,3.0,2.0,1.0,4,1.0,4.0,7.0,1.0,1.0,25,8.0,3.0,9.0,6.0,32,4.0,5.0,4.0,9,24,46,0,0,0,1,0,2,0,5,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,10,17,8,8,5,4,6,4,2,2,0,1,2,0,1,2,0,1,7,2,6,1,0,0,0,0,3,1,1,1,17,5,4,4,5,51,115,29,186,88,32,73,41,10,3,27,1,0,1,4,27,25,14,3,4,16,0,6,18,381,234
