fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,game_id,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,fourth_down_attempts_total,num_of_defensive_penalties_total,num_of_defensive_penalty_yards_total,num_of_fumbles_total,num_of_interceptions_caught_total,num_of_interceptions_thrown_total,num_of_offensive_penalties_total,num_of_offensive_penalty_yards_total,num_of_passes_attempted_total,num_of_passes_completed_total,num_of_sacks_total,num_of_times_sacked_total,number_of_first_downs_total,number_of_successful_fourth_downs_total,number_of_successful_third_downs_total,third_down_attempts_total,yards_allowed_total,yards_moved_total
1,3,1,3,2022111400,71,16.0,4.0,2.0,2.0,4.0,6,3.0,10.0,2.0,1.0,2.0,29,3.0,2.0,8.0,4.0,45,3.0,7.0,4.0,10,54,35,0,0,2,0,0,0,38,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,5,5,10,6,14,3,6,4,8,2,5,0,0,0,1,1,0,1,1,8,13,6,3,0,1,0,0,4,5,3,1,26,5,8,4,6,78,25,76,103,82,148,71,43,8,2,38,2,1,1,4,20,29,19,1,3,30,1,13,23,282,344
0,1,1,2,2022111400,34,7.0,1.0,,3.0,,4,3.0,2.0,2.0,13.0,,27,4.0,2.0,4.0,1.0,21,1.0,8.0,4.0,12,34,9,0,0,1,1,0,2,15,5,0,30,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,2,10,0,0,15,9,7,5,6,6,4,3,5,1,0,1,1,0,0,0,1,12,1,5,7,0,0,0,0,1,1,2,1,33,1,2,3,2,82,148,71,43,78,25,76,103,4,4,50,3,1,1,3,25,27,18,3,1,25,0,5,8,344,282
1,2,3,2,2022111311,59,18.0,,3.0,2.0,3.0,6,2.0,8.0,2.0,,1.0,28,4.0,2.0,5.0,3.0,40,1.0,9.0,6.0,9,45,31,0,0,0,2,1,0,0,32,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,5,0,10,5,8,5,10,4,5,3,7,0,3,0,0,0,0,1,0,7,6,7,11,0,0,1,0,3,2,0,4,22,4,4,3,6,116,70,44,16,86,94,87,130,8,3,37,1,1,0,4,15,28,19,3,1,31,1,9,17,246,397
1,4,1,3,2022111311,34,6.0,5.0,2.0,1.0,3.0,4,1.0,,1.0,3.0,1.0,38,5.0,1.0,1.0,4.0,14,3.0,13.0,2.0,16,37,22,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,8,16,6,8,6,8,4,4,0,0,1,0,0,3,0,0,6,5,4,0,0,0,0,0,3,2,1,0,16,4,7,3,2,86,94,87,130,116,70,44,16,9,2,0,1,0,1,1,5,38,22,1,3,15,0,6,16,397,246
4,2,2,2,2022111307,42,5.0,1.0,3.0,2.0,1.0,4,2.0,3.0,7.0,4.0,1.0,37,9.0,1.0,1.0,2.0,21,2.0,8.0,8.0,15,35,30,0,0,1,3,2,1,0,25,10,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,15,5,10,15,5,7,3,9,2,5,1,0,2,4,1,1,0,0,2,8,5,4,0,0,0,0,1,2,0,3,17,6,4,2,6,79,136,40,56,42,65,102,93,10,7,40,1,1,0,3,20,37,19,7,2,19,0,6,18,311,302
3,2,4,5,2022111307,53,6.0,5.0,3.0,1.0,1.0,3,2.0,6.0,2.0,10.0,4.0,45,9.0,1.0,3.0,2.0,22,7.0,19.0,5.0,8,49,28,0,0,1,1,0,1,5,5,0,10,1,0,1,2,0,0,0,0,0,0,0,1,0,3,1,1,0,20,5,5,13,11,8,13,6,6,3,9,1,1,0,0,1,0,2,4,5,7,3,4,0,0,1,1,2,2,0,0,10,5,4,5,4,42,65,102,93,79,136,40,56,14,3,20,4,0,1,5,30,45,24,2,7,19,2,4,18,302,311
3,2,2,4,2022112003,58,7.0,3.0,1.0,2.0,3.0,7,6.0,8.0,1.0,4.0,,28,6.0,5.0,4.0,7.0,38,,6.0,4.0,12,35,39,0,0,1,1,1,0,10,0,6,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,5,10,5,0,8,15,4,1,3,10,3,0,1,2,2,0,0,0,0,0,7,13,3,5,0,0,0,2,1,0,1,1,17,4,2,3,4,46,9,60,82,73,182,41,57,11,3,16,1,2,0,3,20,28,16,5,0,28,2,3,13,197,353
3,2,3,3,2022112003,32,5.0,3.0,1.0,1.0,1.0,3,1.0,1.0,1.0,5.0,,35,6.0,,3.0,2.0,13,5.0,12.0,7.0,11,32,22,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,10,0,0,7,3,11,14,6,2,6,9,0,0,0,0,1,2,2,0,3,1,5,7,0,0,1,3,1,1,1,0,16,4,3,4,3,73,182,41,57,46,9,60,82,11,2,5,0,0,2,4,10,35,23,0,5,16,4,3,14,353,197
0,2,0,1,2022111303,38,4.0,2.0,4.0,4.0,,5,4.0,3.0,1.0,,,36,2.0,3.0,3.0,2.0,20,,11.0,7.0,12,49,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,7,7,8,7,6,6,2,1,2,0,0,0,0,0,10,10,7,6,0,0,0,1,2,0,2,3,27,2,3,2,4,41,149,74,68,163,141,78,113,3,0,0,2,0,1,0,0,36,27,5,0,33,1,7,11,332,495
3,3,2,2,2022111303,36,4.0,6.0,2.0,2.0,3.0,4,2.0,2.0,,5.0,,43,6.0,4.0,,,12,5.0,18.0,4.0,13,54,11,0,0,0,2,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,15,5,0,5,16,11,11,3,12,9,8,0,0,0,0,2,1,2,0,3,8,7,6,0,0,1,1,0,1,2,1,23,3,4,4,3,163,141,78,113,41,149,74,68,10,3,10,1,1,0,3,20,43,32,0,5,24,2,4,14,495,332
2,3,1,2,2022111306,63,14.0,1.0,4.0,2.0,4.0,5,5.0,6.0,2.0,4.0,,35,3.0,1.0,9.0,,37,6.0,9.0,7.0,14,57,27,0,0,0,1,1,0,0,15,10,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,15,0,0,15,7,7,6,7,4,4,3,0,1,0,1,1,2,1,2,8,4,8,9,1,0,0,0,2,1,2,4,20,5,4,3,7,32,111,39,17,111,44,132,91,8,2,25,1,2,0,2,15,35,18,2,6,29,1,9,19,199,378
2,2,2,1,2022111306,29,4.0,,3.0,1.0,1.0,3,,2.0,1.0,5.0,2.0,30,5.0,1.0,4.0,1.0,13,2.0,8.0,4.0,12,32,15,0,0,3,1,2,1,36,5,10,4,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,4,0,15,0,5,13,6,6,4,8,3,5,1,2,1,2,0,1,0,1,2,10,2,0,0,0,0,0,0,2,1,0,10,2,4,3,3,111,44,132,91,32,111,39,17,7,7,55,2,0,2,3,19,30,20,6,2,14,0,3,12,378,199
1,3,1,5,2022111301,46,2.0,5.0,6.0,4.0,2.0,7,2.0,2.0,6.0,4.0,1.0,54,3.0,4.0,2.0,3.0,21,4.0,18.0,10.0,12,46,41,0,0,1,0,1,1,15,0,5,14,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,10,15,0,7,15,10,17,6,7,8,10,0,0,1,1,0,0,0,2,7,4,8,13,0,0,0,3,2,2,3,1,33,3,5,4,4,113,137,98,141,134,67,172,127,10,3,34,1,1,2,3,25,49,31,2,2,32,3,8,16,489,500
1,1,3,2,2022111301,51,4.0,5.0,3.0,3.0,3.0,8,3.0,6.0,2.0,8.0,3.0,44,3.0,4.0,1.0,2.0,22,2.0,16.0,3.0,15,58,23,0,0,0,0,0,2,0,0,0,15,0,1,0,1,1,0,1,0,0,0,0,1,0,0,4,1,0,0,25,5,9,9,7,15,7,7,5,9,0,0,0,2,0,0,1,1,11,12,6,7,0,0,0,1,2,2,2,2,36,3,3,5,4,134,67,172,127,113,137,98,141,7,2,15,2,2,1,5,30,40,28,2,2,36,1,8,15,500,489
1,3,2,4,2022111000,72,22.0,1.0,2.0,2.0,4.0,7,1.0,10.0,4.0,1.0,3.0,16,6.0,3.0,2.0,7.0,49,1.0,5.0,1.0,7,25,52,0,0,0,1,3,0,0,15,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,0,5,23,15,5,2,4,5,3,2,2,3,0,0,1,4,0,1,0,0,6,9,7,6,0,0,0,0,1,3,0,3,25,2,5,2,7,53,72,101,103,63,96,110,73,10,4,46,0,1,0,8,43,16,10,5,1,28,0,7,16,329,342
2,2,1,3,2022111000,43,4.0,4.0,4.0,2.0,1.0,3,7.0,2.0,4.0,15.0,,31,5.0,1.0,1.0,5.0,24,5.0,9.0,4.0,6,41,9,0,0,1,0,0,1,10,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,9,0,13,0,8,6,6,11,5,5,4,7,0,1,0,0,0,0,1,4,4,4,9,8,0,0,0,0,3,0,0,1,15,5,2,1,4,63,96,110,73,53,72,101,103,8,2,15,0,0,1,4,22,31,21,1,5,25,0,4,12,342,329
3,3,0,1,2022111305,40,3.0,5.0,3.0,1.0,3.0,5,3.0,3.0,4.0,8.0,2.0,40,5.0,2.0,1.0,3.0,19,5.0,18.0,4.0,9,39,25,0,0,0,1,0,1,0,5,0,5,0,1,0,2,0,0,0,0,0,0,0,1,0,2,1,6,0,5,5,15,5,9,8,18,2,5,6,13,0,2,0,1,1,1,1,2,0,5,10,13,0,0,0,0,0,1,1,1,22,3,5,1,3,117,69,149,37,-3,89,138,176,7,2,10,3,0,1,9,25,40,26,3,5,28,0,3,12,372,400
1,4,0,4,2022111305,69,9.0,,,3.0,1.0,5,3.0,5.0,8.0,6.0,2.0,18,7.0,7.0,4.0,8.0,44,3.0,5.0,6.0,6,19,34,0,0,0,1,1,0,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,5,6,0,0,7,6,5,0,5,4,4,0,1,1,1,2,0,2,0,1,9,3,11,3,0,0,0,0,2,1,3,1,24,4,4,3,4,-3,89,138,176,117,69,149,37,9,2,13,0,1,0,3,11,18,13,5,3,26,0,7,15,400,372
2,3,1,2,2022110700,34,,1.0,1.0,1.0,2.0,3,1.0,3.0,2.0,7.0,3.0,31,5.0,,5.0,4.0,15,4.0,8.0,5.0,15,38,13,0,0,1,0,1,0,5,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,10,5,0,5,6,11,4,10,4,7,4,7,2,0,2,0,1,0,2,1,2,4,6,5,0,0,0,1,0,1,1,1,13,3,4,2,3,77,111,61,88,58,68,56,92,8,2,20,0,0,2,3,20,31,22,4,4,17,1,3,12,337,274
1,1,1,3,2022110700,61,1.0,2.0,4.0,3.0,2.0,6,8.0,2.0,6.0,,1.0,23,4.0,8.0,13.0,3.0,41,4.0,7.0,3.0,6,61,17,0,0,1,1,0,0,6,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,5,10,5,7,10,4,2,5,6,2,0,1,0,2,1,2,0,2,0,8,10,4,9,0,0,0,0,3,3,1,2,27,4,4,2,5,58,68,56,92,77,111,61,88,6,2,11,1,2,0,3,20,23,13,4,4,31,0,9,15,274,337
1,3,2,3,2022110610,44,3.0,5.0,3.0,1.0,3.0,5,2.0,3.0,2.0,2.0,1.0,72,6.0,2.0,2.0,1.0,15,4.0,24.0,16.0,22,84,21,3,3,0,3,0,1,0,5,0,10,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2,20,14,0,15,17,12,14,18,13,8,9,10,0,0,0,1,0,2,1,1,10,8,5,13,0,0,0,1,2,2,2,2,20,3,6,4,5,48,165,43,8,177,89,74,138,9,4,15,0,0,2,6,49,61,40,1,4,36,1,8,18,264,478
1,1,3,4,2022110610,50,6.0,4.0,4.0,2.0,1.0,5,5.0,3.0,,,1.0,18,8.0,7.0,4.0,1.0,26,3.0,2.0,,8,33,26,0,0,1,1,3,2,5,0,15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,5,10,15,0,3,4,3,7,1,2,2,1,0,2,1,1,0,0,0,1,2,11,1,1,0,0,0,0,0,0,0,0,17,1,3,3,4,177,89,74,138,48,165,43,8,9,7,21,0,2,0,4,30,17,6,4,1,15,0,0,11,478,264
2,3,3,3,2022110609,46,8.0,2.0,1.0,1.0,2.0,4,2.0,5.0,2.0,4.0,1.0,28,9.0,2.0,1.0,2.0,22,5.0,5.0,3.0,15,30,28,0,0,0,3,1,1,0,32,10,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,8,7,3,5,3,4,2,0,0,1,0,2,0,2,1,2,4,8,0,0,0,0,0,2,1,1,0,13,5,4,4,3,89,84,10,159,14,86,97,5,11,5,48,2,0,0,1,5,28,14,1,5,14,0,4,16,342,202
2,4,5,3,2022110609,42,7.0,2.0,2.0,1.0,4.0,5,2.0,2.0,1.0,23.0,,60,8.0,3.0,4.0,3.0,22,1.0,27.0,14.0,14,38,29,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,20,0,15,10,8,17,7,28,6,9,3,19,2,0,2,1,0,0,1,0,6,5,0,12,0,0,0,0,2,2,0,5,16,4,6,3,9,14,86,97,5,89,84,10,159,14,2,10,0,0,0,5,45,60,37,5,1,23,0,9,22,202,342
2,1,0,0,2022111300,54,10.0,4.0,,3.0,1.0,4,4.0,7.0,1.0,,,31,2.0,,11.0,4.0,37,,12.0,7.0,5,39,42,0,0,0,0,1,1,0,0,15,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,10,0,10,0,7,10,6,8,4,7,6,7,1,1,1,0,0,0,0,0,4,12,6,10,0,0,0,0,2,3,3,2,21,4,5,3,3,30,27,109,117,87,128,91,121,3,2,20,0,0,2,2,20,31,24,3,0,32,0,10,15,283,427
3,4,1,2,2022111300,32,,3.0,2.0,1.0,1.0,4,,3.0,3.0,18.0,1.0,34,7.0,2.0,2.0,,10,3.0,14.0,5.0,9,27,12,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,1,0,23,5,15,0,4,6,12,12,4,2,9,8,0,0,0,0,1,1,1,0,3,1,9,10,0,0,0,2,0,0,1,0,16,3,3,2,2,87,128,91,121,30,27,109,117,10,1,3,1,2,0,5,43,34,23,0,3,23,2,1,10,427,283
1,1,3,1,2022111302,48,,2.0,,4.0,1.0,6,2.0,3.0,4.0,,,29,4.0,2.0,7.0,8.0,26,2.0,10.0,4.0,10,30,42,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10,0,0,7,9,4,9,5,5,3,7,1,0,0,2,0,1,1,0,7,7,2,16,0,1,0,0,2,1,0,2,25,3,2,3,3,92,87,148,123,66,84,33,157,6,1,5,1,1,1,1,10,29,20,3,2,32,1,5,11,450,340
1,1,0,3,2022111302,54,,1.0,3.0,4.0,1.0,6,7.0,5.0,2.0,3.0,,21,3.0,5.0,7.0,6.0,32,3.0,5.0,7.0,5,39,29,0,0,0,1,0,3,0,6,0,25,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,2,25,10,0,20,3,5,6,7,2,3,5,3,0,1,1,0,1,0,0,2,6,8,12,5,0,0,0,0,0,3,2,1,36,1,4,2,5,66,84,33,157,92,87,148,123,5,4,31,1,1,1,6,55,21,13,2,3,31,0,6,12,340,450
1,1,0,2,2022110602,61,6.0,,2.0,6.0,1.0,7,5.0,4.0,2.0,2.0,2.0,32,3.0,6.0,10.0,4.0,37,3.0,12.0,5.0,13,41,46,0,0,1,1,1,1,10,5,10,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,5,0,5,0,10,14,7,1,8,10,6,1,0,0,0,0,0,2,0,1,11,19,10,2,0,0,0,0,1,2,3,0,42,2,5,3,2,6,43,48,148,169,135,108,48,4,4,25,1,2,0,2,10,32,25,0,3,42,0,6,12,245,460
2,2,2,0,2022110602,32,3.0,2.0,3.0,3.0,,4,,6.0,4.0,8.0,2.0,31,5.0,1.0,2.0,,16,,12.0,7.0,7,33,16,0,0,0,5,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,4,1,0,15,10,5,0,3,8,8,12,1,4,4,10,0,2,0,1,0,0,0,0,1,1,5,13,0,0,1,0,0,0,0,2,21,2,3,2,2,169,135,108,48,6,43,48,148,6,6,20,1,0,2,6,30,31,19,3,0,20,1,2,9,460,245
2,2,1,2,2022110606,50,13.0,1.0,1.0,2.0,2.0,5,10.0,4.0,,,2.0,25,3.0,,1.0,2.0,30,2.0,7.0,4.0,12,43,25,0,0,1,0,0,0,10,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5,15,4,10,8,3,3,8,6,1,1,0,1,3,0,0,1,1,4,9,8,6,0,1,1,0,0,1,3,1,20,2,3,5,3,118,137,40,65,42,110,69,83,7,1,10,2,2,0,2,20,25,18,5,2,27,2,5,13,360,304
0,2,0,3,2022110606,37,9.0,5.0,6.0,2.0,2.0,4,4.0,3.0,,9.0,,35,2.0,2.0,1.0,,19,5.0,10.0,2.0,11,33,25,0,0,1,0,0,1,15,0,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10,9,13,2,11,7,7,2,5,0,0,1,1,1,0,1,3,9,9,3,5,0,0,0,0,3,2,1,2,23,3,4,1,5,42,110,69,83,118,137,40,65,5,2,20,2,0,2,1,10,35,21,2,5,26,0,8,13,304,360
1,1,2,2,2022110600,38,,4.0,1.0,2.0,2.0,4,1.0,3.0,9.0,4.0,1.0,44,4.0,2.0,3.0,6.0,24,,16.0,6.0,16,43,29,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,20,0,5,4,18,7,15,3,14,2,13,0,2,0,0,0,0,0,0,1,15,2,11,0,0,0,1,0,6,1,3,26,1,7,3,5,145,-5,181,32,16,163,30,211,6,1,10,1,0,1,4,25,44,32,2,0,29,1,10,16,353,420
1,4,0,2,2022110600,51,,2.0,4.0,2.0,2.0,4,11.0,5.0,8.0,10.0,,23,5.0,4.0,4.0,2.0,34,2.0,7.0,3.0,6,34,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,8,5,6,4,6,1,4,1,0,0,0,0,0,2,0,0,12,0,13,2,0,0,0,0,2,0,3,0,23,3,3,3,2,16,163,30,211,145,-5,181,32,7,0,0,1,1,0,2,5,23,12,0,2,27,0,5,11,420,353
3,4,3,3,2022110605,46,7.0,2.0,3.0,,2.0,2,1.0,1.0,4.0,4.0,1.0,30,9.0,1.0,3.0,1.0,18,10.0,12.0,6.0,7,45,17,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,2,11,8,9,0,6,6,5,2,1,0,1,4,2,2,2,1,5,3,2,0,0,0,0,0,1,0,1,9,4,5,4,3,46,50,50,62,-10,74,35,39,13,1,5,0,0,1,1,10,30,17,4,10,11,0,2,16,208,138
3,3,2,4,2022110605,55,11.0,2.0,2.0,2.0,4.0,7,3.0,5.0,3.0,6.0,2.0,30,7.0,2.0,2.0,2.0,28,4.0,12.0,6.0,7,32,36,0,0,1,1,0,0,15,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,10,0,5,5,8,9,8,3,5,5,7,4,2,2,2,2,1,0,1,3,7,4,6,0,0,0,0,1,1,1,3,20,4,5,3,6,-10,74,35,39,46,50,50,62,12,2,20,2,1,0,4,15,30,20,10,4,20,0,6,18,138,208
1,1,0,3,2022110604,53,14.0,1.0,,3.0,3.0,5,10.0,2.0,,1.0,,30,3.0,5.0,3.0,,34,,10.0,3.0,16,48,27,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,10,10,5,4,10,10,6,2,8,10,5,1,0,0,1,0,0,0,0,3,9,10,8,0,0,0,0,1,3,3,2,27,3,5,3,5,145,132,22,46,48,130,132,94,5,1,5,1,0,0,4,25,30,25,2,0,30,0,9,16,345,404
2,2,1,5,2022110604,36,7.0,5.0,2.0,2.0,2.0,5,3.0,5.0,,5.0,,37,5.0,2.0,3.0,,20,2.0,9.0,9.0,8,35,27,0,0,0,0,2,2,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,20,0,0,5,14,8,2,13,11,6,1,4,0,0,0,0,1,0,0,1,9,10,2,3,1,0,0,0,2,0,0,1,20,4,2,1,5,48,130,132,94,145,132,22,46,10,4,20,1,0,0,3,25,37,22,0,2,24,1,3,12,404,345
1,0,2,2,2022110300,49,6.0,2.0,2.0,3.0,1.0,6,5.0,4.0,4.0,16.0,,29,3.0,1.0,2.0,5.0,27,4.0,6.0,3.0,15,34,24,1,1,1,0,0,2,8,0,0,18,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,13,6,3,7,8,6,2,6,0,1,0,2,0,1,2,1,9,11,5,10,1,0,0,1,3,2,1,1,29,4,2,2,3,85,97,99,88,83,163,38,95,5,3,26,2,2,0,1,5,29,22,3,4,35,2,7,11,369,379
0,2,2,1,2022110300,47,7.0,4.0,2.0,2.0,1.0,4,2.0,7.0,6.0,2.0,1.0,25,4.0,3.0,,4.0,29,3.0,9.0,1.0,8,31,34,0,0,1,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,10,0,4,5,7,9,4,3,4,3,0,1,2,1,0,1,0,2,8,7,7,5,0,0,0,0,1,1,1,1,17,1,4,3,3,83,163,38,95,85,97,99,88,5,2,9,0,0,2,3,15,25,14,4,3,27,0,4,11,379,369
3,4,1,2,2022103011,47,5.0,4.0,3.0,3.0,2.0,6,2.0,2.0,,8.0,,34,6.0,1.0,7.0,5.0,22,3.0,12.0,5.0,10,39,25,0,0,0,0,1,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,15,13,11,3,7,7,8,2,6,1,1,1,3,1,2,0,0,5,7,4,11,0,2,0,0,2,0,0,1,27,5,4,1,3,15,26,96,79,74,42,42,127,10,1,5,3,0,0,2,20,34,23,6,3,27,2,3,13,216,285
3,2,1,3,2022103011,50,7.0,2.0,3.0,1.0,2.0,4,3.0,4.0,1.0,7.0,3.0,31,6.0,2.0,7.0,,24,6.0,7.0,4.0,13,46,20,0,0,2,0,1,0,30,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,5,5,5,0,7,2,7,15,4,1,5,7,1,2,0,0,1,1,1,3,1,5,6,6,0,0,0,0,0,1,2,3,13,4,3,5,7,74,42,42,127,15,26,96,79,9,3,38,1,0,0,3,15,31,17,3,6,18,0,6,19,285,216
2,2,4,3,2022103007,58,10.0,1.0,2.0,1.0,5.0,6,3.0,6.0,4.0,8.0,1.0,36,4.0,2.0,3.0,1.0,29,6.0,14.0,9.0,10,42,35,0,0,0,2,0,1,0,24,0,5,0,0,1,0,0,1,1,1,0,2,0,0,1,3,0,0,0,25,0,0,7,14,11,4,5,10,9,2,0,0,0,2,3,0,2,1,6,8,10,2,0,0,1,0,3,3,0,0,28,5,6,4,4,87,100,56,191,59,210,98,27,11,3,29,1,3,2,4,25,36,26,2,6,26,1,6,19,434,394
2,1,2,3,2022103007,32,3.0,2.0,5.0,2.0,2.0,4,5.0,2.0,1.0,8.0,2.0,41,4.0,,4.0,1.0,16,2.0,7.0,11.0,15,44,14,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,8,5,8,10,7,16,3,8,3,9,3,0,2,1,0,0,0,2,3,8,3,10,0,0,0,0,2,2,0,3,17,4,3,2,5,59,210,98,27,87,100,56,191,8,2,28,0,2,3,2,13,41,23,6,2,24,0,7,14,394,434
2,1,1,2,2022103012,46,6.0,2.0,2.0,2.0,2.0,4,5.0,6.0,3.0,5.0,1.0,31,2.0,3.0,7.0,,30,4.0,10.0,4.0,9,44,24,0,0,0,2,2,2,0,20,13,10,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,5,10,0,8,3,5,15,6,2,4,9,1,1,0,0,1,2,1,0,3,8,8,8,0,0,0,0,1,2,2,2,23,3,3,3,4,92,142,71,90,39,85,124,146,6,6,43,0,2,1,2,15,31,21,2,4,27,0,7,13,395,394
1,0,1,1,2022103012,42,3.0,2.0,5.0,3.0,2.0,5,5.0,6.0,1.0,3.0,,29,2.0,1.0,7.0,1.0,24,2.0,7.0,4.0,6,39,25,0,0,0,1,1,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,10,15,5,7,5,12,3,5,3,6,1,2,1,0,1,1,0,0,7,10,4,4,0,0,0,0,1,0,0,1,27,2,1,1,5,39,85,124,146,92,142,71,90,3,2,10,1,1,2,3,25,29,17,4,2,25,0,2,9,394,395
