fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,num_of_,num_of_(4:03) (NO,num_of_(55-A.BROOKS) [53-NBOWMAN],num_of_(6:33) 11-ASMITH,num_of_(6:41) (SHOTGUN),num_of_(94-C.LIUGET) [99-JBOSA],num_of_(:15) (SHOTGUN),num_of_(SHOTGUN) 10-THILL,num_of_BACK TO,num_of_CENTER,num_of_CLOCK STOP,num_of_DEEP LEFT,num_of_DEEP MIDDLE,num_of_DEEP RIGHT,num_of_EXCEPTION,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_FUMBLES,num_of_INTENDED FOR,num_of_INTERCEPTED BY,num_of_KESSLER THROUGH,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_LEFT TO,num_of_MIDDLE TO,num_of_MIDDLE [55-FCLARK],num_of_MIDDLE [56-SEBUKAM],num_of_MIDDLE. PENALTY,num_of_NO HUDDLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_NOT LISTED,num_of_PASS,"num_of_PASS RULING,",num_of_PENALTY,num_of_PUNT,num_of_QB KNEEL,num_of_RIGHT (58-JHICKS),num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RIGHT TO,num_of_RIGHT. PENALTY,"num_of_RULING, AND",num_of_RUSH,num_of_SACK,num_of_SCRAMBLE,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_TIMEOUT,num_of_TWO-POINT CONVERSION,num_of_UNDER CENTER,num_of_WILDCAT,num_of_YARDS &,num_of_[33-E.GAINES]. LA-33-EGAINES,num_of_[57-N.SPENCE]. PENALTY,num_of_[58-H.LANDRY III],num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4
4,1,1,2,44,,,,,,,,,10,,3,1,4,,3,1,,,,,6,1,6,3,,,,,,4,9,2,,41,,,4,1,,1,2,,,,,23,3,,8,11,14,36,,1,31,,,,,,1,1,2,3,1,3,7,17,27,20,0,2,1,0,0,0,0,0,0,0,1,1,2,2,0,1,15,15,0,10,7,14,4,16,4,9,3,11,0,0,0,2,0,0,1,2,4,11,4,15,1,0,0,1,0,2,1,3,38,3,4,2,5,136,70,93,166,87,150,45,215
1,3,3,2,76,,,,,,,,,5,,5,2,2,,2,6,,,,,7,5,3,6,,,,,,1,1,3,,45,,,4,,,6,5,2,,,,32,2,1,12,4,20,48,11,1,57,,,,,,1,1,0,1,0,1,0,5,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,5,0,10,10,16,14,5,6,8,8,3,0,0,1,2,0,0,0,2,15,9,8,17,0,0,0,0,2,2,2,1,31,4,9,5,3,87,150,45,215,136,70,93,166
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,33,43,33,39,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,119,151,81,121,0,0,0,0
2,3,6,6,93,,,,,,,,,11,,3,1,3,,4,2,2,1,,,8,13,,6,,,,,,,4,4,,67,,,11,,,12,2,5,,,,49,7,6,19,5,35,104,,,39,,,,,,0,0,2,4,1,7,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,33,43,33,39,0,0,0,0,16,21,13,17,11,13,6,9,0,0,0,0,0,4,1,2,11,16,5,7,0,0,0,1,4,3,2,2,34,7,8,7,10,0,0,0,0,119,151,81,121
1,3,2,3,51,,,,,,,,,10,,6,,4,,1,3,,,,,5,3,1,4,,,,,,,4,4,,40,,,5,,,4,,7,,,,29,2,2,13,3,14,46,,,33,,,,,,0,0,0,1,0,0,0,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,2,1,15,0,5,0,10,14,12,4,5,9,8,1,1,1,1,1,0,1,1,0,7,9,7,2,0,0,1,0,1,2,2,1,10,3,5,4,4,36,108,92,107,101,93,135,15
2,2,1,2,50,,,,,,,,,6,,4,4,2,,1,1,,,,,3,4,,1,,,,,,,9,,,30,,,6,1,,2,,4,,,,17,4,1,12,3,5,36,9,,24,,,,,,0,0,1,0,1,0,1,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,2,10,5,6,6,5,13,4,3,5,9,0,1,1,0,1,1,1,1,8,7,5,16,0,0,0,0,1,0,0,1,13,3,2,1,3,101,93,135,15,36,108,92,107
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,36,38,42,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,163,236,323,257,0,0,0,0
5,3,0,2,102,,,,,,,,,6,,4,3,7,,8,6,,,,,16,10,6,10,,,,,,6,5,3,,69,,,3,1,,7,5,8,,,,52,6,5,21,11,23,74,,1,78,,,,,,1,1,2,5,1,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,36,38,42,43,0,0,0,0,18,16,15,20,11,13,12,13,0,0,0,0,0,3,1,2,10,19,28,20,0,1,0,0,2,1,3,6,93,8,5,3,8,0,0,0,0,163,236,323,257
1,2,0,1,39,,,,,,,,,6,,6,4,4,,3,1,,,,,7,4,,3,,,,,,2,1,1,,33,,,2,,,2,,5,,,,20,1,2,4,4,11,27,,2,39,,,,,,2,2,1,1,2,1,0,6,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,5,10,6,9,8,10,5,4,6,6,2,1,0,1,0,1,0,0,7,8,9,10,0,0,0,1,1,1,2,1,41,2,3,3,2,95,198,118,107,96,117,122,123
4,1,1,2,70,,,,,,,,,11,,2,3,1,,5,2,,,,,7,3,,4,,,,,,,,1,,43,,,3,3,,5,,7,,,,30,4,,13,6,18,25,8,,79,,,,,,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,10,5,0,20,12,16,11,4,7,13,5,4,0,1,0,0,2,1,0,1,8,23,12,13,1,0,0,1,1,1,2,0,37,5,3,3,3,96,117,122,123,95,198,118,107
1,2,1,2,46,,,,,,,,,8,,2,3,2,7,3,1,2,,,,5,2,1,,,,,,,,4,2,,27,,,5,3,,2,1,,,,,14,2,2,8,3,9,32,,,31,,,,,,0,0,1,0,1,1,5,0,5,0,1,0,0,1,1,0,0,1,0,0,1,0,1,2,1,0,5,15,15,0,6,11,5,5,4,7,4,4,2,1,0,3,0,0,0,2,8,10,3,3,0,0,0,0,0,0,0,0,23,1,2,1,3,45,90,131,64,101,114,37,39
3,3,1,3,69,,,,,,,,,6,1,2,1,1,,1,4,,1,,,5,3,2,1,,,,,,5,16,,,49,,,6,,,4,2,5,,,,23,6,4,13,10,21,47,12,,36,,,,,,0,0,1,4,1,0,15,28,10,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,5,0,0,7,14,16,12,4,8,11,8,0,0,0,2,2,1,0,3,7,15,13,15,0,0,0,1,1,1,2,3,25,4,4,3,7,101,114,37,39,45,90,131,64
2,2,1,2,36,,,,,,,,,4,,2,1,3,,2,1,,,,,4,4,3,,,,,,,,1,3,,45,,,4,1,,3,4,,,,,18,1,2,19,6,14,60,,,15,,,,,,0,0,0,0,1,3,0,0,11,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,5,5,10,8,15,12,10,4,11,5,6,1,1,2,0,1,0,0,0,5,9,8,8,0,1,0,0,1,2,2,1,17,3,4,4,3,81,95,16,195,57,112,160,110
2,1,2,1,52,,,,,,,,,5,,4,,4,,2,1,,,,,3,7,6,,,,1,,,3,3,2,,39,,,5,1,,4,2,,,,,24,4,,10,6,14,30,3,,45,,,,,,0,0,1,0,2,0,5,0,5,0,1,1,0,1,0,1,1,0,0,0,0,0,2,0,2,1,10,0,15,10,6,7,5,21,5,6,3,14,1,0,0,0,1,1,2,0,6,12,3,15,0,0,0,0,1,1,1,3,14,4,2,4,4,57,112,160,110,81,95,16,195
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,41,41,35,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,183,135,188,271,0,0,0,0
3,5,3,5,102,,,,,,,,,11,,4,3,7,,8,5,,,,,14,10,5,12,,,,,,10,4,1,,79,,,11,,,7,3,8,,,,56,4,3,29,11,25,66,,,85,,,,,,0,0,3,6,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,41,41,35,52,0,0,0,0,15,22,12,30,10,13,9,17,0,0,0,0,1,3,0,0,19,13,15,16,0,1,0,0,5,2,3,2,74,9,7,6,10,0,0,0,0,183,135,188,271
0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,0,0,32,46,34,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,137,263,154,129,0,0,0,0
5,3,3,3,86,,,,,,,,,14,,4,4,5,,6,2,,,,,10,10,6,6,,,,,,17,16,1,,65,,,9,4,,2,5,5,,,,48,3,3,22,11,19,52,,,55,,,,,,0,0,3,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32,46,34,31,0,0,0,0,15,19,19,12,11,11,12,7,0,0,0,0,1,1,0,1,10,22,13,10,2,1,0,0,1,4,2,2,47,6,7,6,6,0,0,0,0,137,263,154,129
0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,0,0,38,45,34,35,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,97,220,175,168,0,0,0,0
6,5,3,1,79,,,,,,,,,11,,6,3,5,,4,2,,,,,9,6,4,3,,,,,,1,11,3,,84,,,13,2,,4,7,5,,,,40,2,3,29,15,26,91,,1,45,,,,,,1,1,2,3,1,5,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,38,45,34,35,0,0,0,0,23,24,16,21,12,13,14,11,0,0,0,0,0,1,1,0,6,15,15,13,0,0,0,0,2,2,1,4,41,9,7,4,7,0,0,0,0,97,220,175,168
0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13,,,,,,0,0,34,44,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,2,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,187,189,117,0,0,0,0
5,6,2,6,102,,,,,,,,,10,,4,3,4,7,3,5,1,,,,9,6,7,5,,,,,,10,61,4,,59,,,12,3,,2,5,6,,,,41,9,8,18,14,16,43,,,30,,,,,,0,0,2,7,2,6,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,34,44,37,40,0,0,0,0,14,20,12,13,8,12,9,8,0,0,0,0,2,1,0,6,7,13,17,8,0,1,0,1,0,5,4,3,33,5,11,6,10,0,0,0,0,100,187,189,117
0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,0,0,35,41,46,46,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,190,216,245,231,0,0,0,0
3,3,5,3,92,,,,,,,,,9,1,7,6,5,,7,4,1,,,,13,2,8,5,,,,,,1,29,1,,88,,,10,1,,3,7,5,,,,39,7,8,24,23,23,99,,,38,,,,,,0,0,2,6,3,5,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,35,41,46,46,0,0,0,0,16,25,22,25,11,17,12,18,0,0,0,0,1,3,2,1,14,17,16,20,0,0,0,1,3,3,4,2,58,6,7,8,7,0,0,0,0,190,216,245,231
0,2,3,2,47,,,,,,,,,5,,,1,2,,3,1,,,,,5,2,1,9,,,,,,,1,,,30,,,6,1,,1,1,4,,,,23,5,3,12,4,11,36,,,33,,,,,,0,0,0,1,1,1,0,15,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,15,10,0,0,11,9,5,5,8,5,3,4,1,0,1,1,0,2,1,2,10,10,1,4,0,0,0,0,3,1,0,1,24,4,3,3,3,65,136,86,137,145,101,16,34
2,3,1,3,59,,,,,,,,,7,,1,1,2,,1,3,,,,,5,3,5,3,,,,,,1,2,,,37,,,4,,,2,2,3,,,,25,3,4,10,12,11,39,7,,43,,,,,,0,0,1,1,1,1,0,5,5,10,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,10,0,20,6,9,8,14,4,3,7,9,0,2,1,2,1,0,1,1,6,10,10,13,0,1,0,0,0,1,0,3,22,2,4,2,6,145,101,16,34,65,136,86,137
1,1,1,1,36,,,,,,,,,7,1,4,2,3,,3,1,,,,,5,1,,5,,,,,,,2,2,,45,,,3,,,1,,1,,,,15,4,2,15,11,10,41,,,34,,,,,,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,0,10,9,15,3,18,7,11,2,8,0,0,0,0,0,4,0,0,7,13,1,10,0,0,0,0,2,0,0,4,30,3,3,1,6,129,62,154,78,82,135,4,85
0,2,0,2,65,,,,,,,,,14,,1,1,1,,4,1,,,,,6,2,,4,,,,,,,2,2,,34,,,2,2,,4,,3,,,,27,,4,11,2,18,34,10,,56,,,,,,0,0,0,3,0,5,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,20,5,7,8,13,6,7,5,10,4,0,4,0,0,0,0,0,0,12,14,11,15,0,0,0,0,2,0,4,2,31,2,3,5,3,82,135,4,85,129,62,154,78
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,27,46,34,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,125,230,187,103,0,0,0,0
2,4,3,5,93,,,,,,,,,23,1,4,3,2,,4,5,,,,,8,5,5,8,,,,,,,3,3,,62,,,5,3,,4,2,6,,,,53,6,4,20,11,22,63,,1,79,,,,,,1,1,2,7,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,27,46,34,36,0,0,0,0,8,23,16,15,6,14,12,8,0,0,0,0,1,1,0,4,10,18,15,9,0,0,2,2,2,2,4,2,40,5,8,8,8,0,0,0,0,125,230,187,103
0,2,0,2,57,,,,,,,,,6,,1,1,4,,5,2,1,,,,8,7,2,1,,,,,,,5,,,33,,,2,1,,3,14,3,,,,36,2,,9,8,10,45,,,36,,,,,,0,0,0,1,0,1,0,5,0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,15,5,0,8,11,9,5,6,10,6,4,0,2,2,0,0,0,1,1,12,11,11,4,0,0,0,0,1,1,3,1,40,1,3,5,4,67,85,-9,29,157,88,111,50
3,2,2,1,52,,,,,,,,,,,2,1,4,,,4,,,,,2,,5,10,,,,,,,1,2,,26,,,5,,,,3,4,,,,22,4,1,6,4,9,30,5,,34,,,,,,0,0,0,0,4,1,0,0,25,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,5,0,8,12,3,3,4,7,1,2,0,0,1,1,0,2,2,0,8,10,2,5,0,0,0,0,0,2,0,2,3,3,5,2,3,157,88,111,50,67,85,-9,29
2,3,2,1,56,,,,,,,,,12,1,2,,,,3,2,,,,,5,7,3,3,,,,,,,2,5,,31,,,3,3,,3,,2,,,,30,,4,10,3,16,63,,,17,,,,,,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,10,2,5,5,8,13,7,3,6,6,4,1,0,2,0,3,0,0,0,0,6,13,3,5,1,1,0,0,3,0,2,0,24,6,3,5,2,36,69,125,134,95,211,54,61
2,3,0,2,56,,,,,,,,,5,,3,1,2,,3,2,,,,,4,4,1,,,,,,,1,1,3,,38,,,4,,,2,2,3,,,,17,5,3,14,3,15,37,8,,45,,,,,,0,0,0,3,0,2,0,24,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,5,15,6,9,9,14,5,7,7,10,0,0,0,0,0,2,0,3,4,10,13,16,0,0,0,0,1,1,2,1,21,3,5,2,3,95,211,54,61,36,69,125,134
0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,21,,,,,,0,0,34,47,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,6,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,217,241,171,70,0,0,0,0
3,2,5,5,96,,,,,,,,,,,3,,1,,5,2,,,,,10,7,4,11,,,,,,1,16,7,,64,,,10,1,,1,14,3,,,,40,10,10,16,19,25,81,,,51,,,,,,0,0,6,9,4,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,34,47,33,32,0,0,0,0,16,21,15,12,13,17,9,7,0,0,0,0,1,3,3,3,13,23,12,8,0,0,1,0,2,4,2,2,47,5,7,7,6,0,0,0,0,217,241,171,70
3,3,1,2,27,,,,,,,,,8,,5,4,3,1,1,2,,,,,3,2,,,,,,,,,10,1,,55,,,4,,,3,,,,,,13,,2,13,12,18,50,,,16,,,,,,0,0,1,1,2,3,5,5,20,20,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,10,5,10,10,12,8,25,7,6,6,13,0,1,0,0,0,0,0,0,3,3,10,10,0,0,1,0,2,1,1,1,16,6,4,2,3,113,176,156,82,69,25,97,212
2,1,0,3,70,,,,,,,,,15,,1,,2,,4,1,,,,,5,12,,,,,,,,4,1,2,,24,,,5,,,13,,1,,,,41,1,,8,6,7,18,4,,62,,,,,,0,0,1,0,0,1,15,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,2,10,0,35,10,9,7,6,2,6,7,5,1,0,0,0,0,0,1,0,0,9,12,15,8,0,0,0,0,0,2,0,1,31,2,3,1,3,69,25,97,212,113,176,156,82
2,0,0,2,47,,,,,,,,,5,,4,,2,,5,,1,,,,6,3,2,3,,,,,,,,,,29,,,4,3,,3,2,6,,,,24,1,2,11,,12,32,,1,40,,,,,,1,1,0,0,0,1,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,4,14,7,4,3,9,6,3,1,2,0,1,0,1,0,0,4,10,13,5,0,0,0,0,0,2,1,0,33,2,4,1,3,61,27,130,156,37,102,144,92
2,1,2,2,55,,,,,,,,,5,,2,1,3,,3,2,,,,,6,2,2,3,,,,,,,6,1,,42,,,4,,,3,1,3,,,,19,4,2,21,2,13,40,7,,41,,,,,,0,0,0,3,1,1,0,22,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,10,5,6,7,14,15,6,3,9,12,0,1,0,0,1,2,0,1,8,8,9,19,0,0,0,0,1,1,3,1,33,3,3,5,4,37,102,144,92,61,27,130,156
0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,0,0,35,42,31,44,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,115,235,222,153,0,0,0,0
6,2,3,2,78,,,,,,,,,4,,5,2,4,,3,3,,,,,9,9,6,5,,,,,,1,7,2,,85,,,9,3,,7,4,3,,,,38,4,6,26,25,23,96,,1,48,,,,,,1,1,3,7,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,35,42,31,44,0,0,0,0,15,28,16,26,10,17,14,18,0,0,0,0,1,0,0,3,10,17,11,17,0,0,0,0,3,7,3,4,41,8,10,6,8,0,0,0,0,115,235,222,153
0,1,2,3,38,,,,,,,,,7,,,2,1,,1,,,,,,2,,4,5,,,,,,,,,,39,,,2,,,2,8,3,,,,29,2,2,11,12,13,51,,,24,,,,,,0,0,0,0,0,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,10,11,10,7,11,8,7,6,7,1,0,0,1,0,0,0,2,7,8,2,5,0,0,0,1,3,4,1,1,19,5,4,3,5,16,93,100,64,121,77,35,90
1,0,3,3,60,,,,,,,,,4,,2,2,,,3,3,,,,,7,4,4,1,,,,,,,,2,,24,,,3,1,,2,3,6,,,,24,2,,6,3,11,22,8,,52,,,,,,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,10,10,3,8,8,5,2,7,5,2,0,0,0,2,1,0,0,1,8,13,9,11,0,0,0,1,1,4,0,0,24,2,5,3,3,121,77,35,90,16,93,100,64
4,4,2,3,46,,,,,,,,,10,,1,1,4,,2,3,,,,,6,,4,2,,,,,,,6,3,,48,,,8,,,1,2,2,,,,21,3,,9,13,20,56,,,21,,,,,,0,0,2,1,2,0,10,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,0,10,10,13,0,9,13,13,13,5,10,7,9,0,0,0,0,1,2,0,0,3,4,7,10,0,0,0,0,0,0,2,2,23,4,4,4,5,69,148,69,54,43,71,102,103
3,2,1,3,43,,,,,,,,,3,,1,2,6,,2,1,1,,,,4,,3,1,,,,,,,5,1,,57,,,6,,,,2,4,,,,13,,,21,16,11,59,8,,25,,,,,,0,0,2,1,1,1,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,5,5,10,0,10,18,15,14,7,13,8,8,1,2,0,0,0,0,0,0,5,17,4,10,0,0,0,0,1,3,1,1,23,5,5,5,3,43,71,102,103,69,148,69,54
0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,0,0,32,41,34,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,177,258,147,221,0,0,0,0
3,6,3,4,97,,,,,,,,,3,,5,4,2,,6,7,1,,,,11,7,11,5,,,,,,,12,5,,68,,,2,,,15,12,6,,,,59,1,5,21,23,13,107,,,37,,,,,,0,0,2,6,2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,32,41,34,45,0,0,0,0,13,21,13,21,12,14,7,13,0,0,0,0,0,0,0,1,13,17,13,21,1,0,1,2,1,2,4,4,51,5,7,8,8,0,0,0,0,177,258,147,221
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,36,37,30,38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,279,126,60,0,0,0,0
4,4,3,9,102,,,,,,,,,22,,2,2,2,,3,2,,,,,7,4,2,8,,,,,,1,5,5,,49,,,12,1,,10,4,11,,,,61,7,4,18,11,14,45,,,86,,,,,,0,0,2,7,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,36,37,30,38,0,0,0,0,15,16,6,12,10,11,5,6,0,0,0,0,0,0,3,4,14,12,11,2,1,0,1,0,3,4,0,1,33,7,8,4,9,0,0,0,0,224,279,126,60
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,34,41,35,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,178,266,216,181,0,0,0,0
3,4,1,6,85,,,,,,,,,13,,7,3,8,,2,7,,,,,10,12,1,,,,,,,,1,2,,72,,,6,1,,16,8,,,,,50,1,4,23,8,23,81,,1,62,,,,,,1,1,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,34,41,35,36,0,0,0,0,15,21,18,18,11,12,12,8,0,0,0,0,0,0,1,0,12,15,20,9,0,0,0,0,3,2,3,3,44,6,8,4,8,0,0,0,0,178,266,216,181
