fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,num_of_,num_of_(4:03) (NO,num_of_(55-A.BROOKS) [53-NBOWMAN],num_of_(6:33) 11-ASMITH,num_of_(6:41) (SHOTGUN),num_of_(94-C.LIUGET) [99-JBOSA],num_of_(:15) (SHOTGUN),num_of_(SHOTGUN) 10-THILL,num_of_BACK TO,num_of_CENTER,num_of_CLOCK STOP,num_of_DEEP LEFT,num_of_DEEP MIDDLE,num_of_DEEP RIGHT,num_of_EXCEPTION,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_FUMBLES,num_of_INTENDED FOR,num_of_INTERCEPTED BY,num_of_KESSLER THROUGH,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_LEFT TO,num_of_MIDDLE TO,num_of_MIDDLE [55-FCLARK],num_of_MIDDLE [56-SEBUKAM],num_of_MIDDLE. PENALTY,num_of_NO HUDDLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_NOT LISTED,num_of_PASS,"num_of_PASS RULING,",num_of_PENALTY,num_of_PUNT,num_of_QB KNEEL,num_of_RIGHT (58-JHICKS),num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RIGHT TO,num_of_RIGHT. PENALTY,"num_of_RULING, AND",num_of_RUSH,num_of_SACK,num_of_SCRAMBLE,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_TIMEOUT,num_of_TWO-POINT CONVERSION,num_of_UNDER CENTER,num_of_WILDCAT,num_of_YARDS &,num_of_[33-E.GAINES]. LA-33-EGAINES,num_of_[57-N.SPENCE]. PENALTY,num_of_[58-H.LANDRY III],num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4
3,0,2,2,61,,,,,,,,,13,,2,,1,,2,1,,,,,4,3,1,2,,,,,,1,21,1,,40,,,5,1,,1,7,2,,,,29,3,,17,4,16,42,9,,28,,,,,,0,0,0,2,0,2,0,20,0,18,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,10,5,0,10,11,11,8,4,8,7,6,0,2,0,1,1,0,2,0,4,20,9,10,0,0,1,0,1,1,4,1,23,5,3,6,3,68,64,54,92,51,174,58,99
0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,,,,,0,0,37,43,33,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,214,161,134,166,0,0,0,0
0,5,4,4,86,,,,,,,,,29,,8,4,4,,4,5,2,,,,10,7,2,,,,,,,,9,,,80,,,6,,,11,2,,,,,51,3,4,25,9,30,87,,1,59,,,,,,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,3,2,0,0,38,10,17,28,17,18,15,14,9,9,0,0,0,0,0,0,1,2,19,10,9,15,0,0,0,0,7,5,3,3,45,7,11,8,7,0,0,0,0,214,161,134,166
0,3,1,5,64,,,,,,,,,12,,,4,4,,1,5,,,,,6,12,1,2,,,,,,,11,8,,37,,,2,3,,7,,,,,,34,2,1,8,6,15,43,,2,40,,,,,,2,2,0,0,0,1,0,0,0,17,0,2,1,0,0,0,0,1,0,0,0,0,1,2,2,4,5,10,15,30,6,10,9,12,6,5,6,7,0,2,0,0,1,1,0,0,10,3,10,10,0,0,0,0,1,1,2,1,24,1,5,3,9,30,103,47,152,117,76,154,85
2,3,1,3,44,,,,,,,,,7,,7,2,1,,1,4,,,,,5,2,,,,,,,,2,2,2,,35,,,4,,,3,,1,,,,13,2,,13,2,10,24,8,,40,,,,,,0,0,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,10,0,0,20,5,10,4,16,3,8,2,7,1,1,0,0,0,2,0,0,3,12,5,10,0,0,0,0,0,1,1,1,15,3,4,2,4,117,76,154,85,30,103,47,152
2,2,2,1,58,,,,,,,,,9,,,3,2,,4,2,,,,,7,1,10,2,,,,,,3,2,3,,38,,,5,,,2,3,5,,,,32,4,1,13,13,7,33,,,51,,,,,,0,0,1,0,0,1,15,0,0,15,1,0,0,0,2,0,0,0,1,0,0,1,2,3,2,0,20,25,10,0,6,14,11,7,4,10,8,4,1,1,2,0,0,1,2,1,4,12,8,7,0,0,0,0,0,2,3,3,28,2,5,5,6,117,119,15,96,51,155,138,58
2,1,3,1,52,,,,,,,,,4,,3,2,,,1,1,,,,,3,2,2,3,,,,,,,,1,,32,,,6,,,,6,2,,,,19,4,1,10,7,10,44,10,,31,,,,,,0,0,0,0,2,3,0,0,5,24,0,2,1,0,1,0,0,1,2,0,0,0,0,1,2,2,0,5,15,25,9,8,6,9,6,5,2,7,0,1,2,1,1,1,2,0,8,13,4,13,0,0,0,0,0,1,0,1,16,3,4,3,2,51,155,138,58,117,119,15,96
3,1,3,3,38,,,,,,,,,6,,1,2,7,,2,2,,,,,6,1,,1,,,,,,4,11,3,,57,,,4,,,1,3,1,,,,13,5,2,13,7,27,62,,1,12,,,,,,1,1,2,2,1,2,5,17,15,15,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,20,10,5,6,21,16,14,2,17,10,5,0,0,0,1,2,0,1,2,1,19,10,2,0,0,2,0,1,1,2,0,25,4,2,5,4,231,120,48,48,26,281,124,20
0,2,1,5,72,,,,,,,,,9,,3,1,3,,5,2,,,,,9,4,1,2,,,,,,,,3,,27,,1,5,1,,2,3,8,,,,29,1,1,6,2,12,30,8,1,59,,,,,,1,1,1,1,4,0,10,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,20,0,8,11,4,4,8,5,4,3,2,0,1,2,0,0,0,1,17,15,4,9,0,0,0,0,3,2,1,1,47,3,5,2,5,26,281,124,20,231,120,48,48
0,2,2,2,46,,,,,,,,,2,,3,1,4,,2,4,,,,,8,6,4,4,,,,,,1,,1,,34,,,2,1,,4,3,4,,,,27,1,,8,6,12,25,,,48,,,,,,0,0,0,1,0,1,0,5,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,5,0,9,7,12,6,7,2,8,5,1,0,0,2,0,0,0,1,12,5,9,7,0,0,0,0,2,1,3,0,26,2,3,5,2,51,191,13,98,113,68,109,92
2,1,2,2,49,,,,,,,,,5,,5,,2,,3,,,,,,3,2,,5,,,,,,2,15,1,,42,,,5,,,4,2,2,,,,20,3,,11,13,11,28,6,,38,,,,,,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,10,15,5,0,5,16,1,20,4,13,1,15,0,0,0,1,1,0,0,2,4,19,2,14,0,0,0,0,0,3,0,2,20,2,5,1,4,113,68,109,92,51,191,13,98
0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,,,,,,0,0,31,38,35,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,85,203,201,345,0,0,0,0
4,3,0,4,88,,,,,,,,,14,,8,1,6,,7,2,,,,,11,7,3,3,,,,,,,1,5,,74,,,9,1,,12,4,4,,,,47,5,1,22,11,26,91,,,59,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,17,0,27,22,11,22,13,28,5,16,8,16,0,0,0,0,1,1,2,1,7,18,18,16,0,0,0,0,1,3,5,2,55,6,6,8,9,0,0,0,0,85,203,201,345
2,1,1,1,42,,,,,,,,,13,1,2,4,7,,2,3,,,,,4,1,,1,,,,,,1,3,2,,52,,,4,,,4,,4,,,,23,2,1,18,15,6,35,,,48,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,5,13,16,11,12,8,9,6,9,1,0,2,0,0,0,2,0,8,10,4,7,0,0,0,0,3,2,1,3,23,5,4,3,6,4,136,85,84,127,130,75,134
3,2,4,1,66,,,,,,,,,14,,5,1,2,,2,2,,,,,5,4,,,,,,,,1,19,1,,30,,,7,,,5,,,,,,23,3,7,5,10,7,40,9,,24,,,,,,0,0,1,5,1,1,0,61,9,5,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,5,20,0,4,10,8,8,4,7,2,4,0,0,2,0,1,0,2,0,2,17,4,15,0,1,0,0,0,2,1,4,20,3,5,5,5,127,130,75,134,4,136,85,84
0,3,2,1,40,,,,,,,,,6,,2,2,6,,,3,,,,,7,1,3,2,,,,,,2,10,2,,50,,,4,,,2,3,2,,,,19,1,,13,9,18,46,,4,25,,,,,,4,4,0,2,0,2,0,5,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,12,17,8,13,9,12,3,13,1,0,1,0,0,0,1,0,13,9,3,14,0,0,0,0,2,1,1,0,30,2,4,4,1,161,43,108,129,117,120,50,183
1,3,1,1,65,,,,,,,,,12,,3,1,1,,2,3,,,,,8,1,5,4,,,,,,,,2,,32,,,3,,,1,5,1,,,,29,2,,10,1,16,33,8,2,55,,,,,,2,2,2,3,1,0,5,25,28,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,20,10,10,0,7,8,6,11,5,3,4,10,0,0,1,0,1,0,1,0,9,6,12,18,0,0,0,0,1,0,5,2,35,2,3,6,3,117,120,50,183,161,43,108,129
2,0,0,3,45,,,,,,,,,11,,7,1,1,,3,1,1,,,,5,3,2,3,,,,,,,,3,,35,,,2,,,2,3,3,,,,27,2,1,10,6,10,36,,,41,,,,,,0,0,1,1,2,0,20,5,16,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,15,5,9,9,9,8,5,7,6,6,1,1,1,0,0,0,1,1,7,8,10,4,0,0,0,0,1,1,3,1,24,3,1,4,4,109,139,62,110,72,77,157,81
2,1,2,1,62,,,,,,,,,8,,1,2,6,,2,4,,,,,8,5,2,1,,,,,,,,2,,40,,,2,,,4,4,1,,,,25,3,1,14,8,9,38,8,1,55,,,,,,1,1,1,2,1,1,9,16,15,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,5,10,4,13,12,7,8,8,7,4,6,0,0,1,1,1,1,1,0,9,18,4,15,0,0,0,0,1,2,0,3,31,4,4,2,5,72,77,157,81,109,139,62,110
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,35,46,30,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,99,217,96,208,0,0,0,0
3,6,3,7,91,,,,,,,,,17,,2,2,6,,4,7,,,,,11,4,3,5,,,,,,2,10,2,,80,,,10,1,,5,5,12,,,,51,5,,29,8,33,79,,,63,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,6,17,0,25,14,26,16,24,9,15,11,15,0,0,0,0,2,2,1,0,12,18,11,18,0,0,2,0,3,3,4,3,58,6,10,7,8,0,0,0,0,99,217,96,208
0,2,2,5,54,,,,,,,,,3,,,,2,,1,3,1,,,,5,9,2,2,,,,,,,,2,,27,,,5,,,5,4,4,,,,29,2,6,8,5,12,62,,,11,,,,,,0,0,4,2,1,0,35,5,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,5,10,5,0,6,7,6,8,6,6,4,4,1,0,0,0,1,0,0,1,8,5,7,6,0,0,0,1,1,1,2,0,22,2,2,4,5,60,190,23,99,97,59,116,77
1,0,2,3,59,,,,,,,,,5,1,4,2,1,,2,,1,,,,3,3,4,4,,,,,,,,4,,44,,,6,,,3,4,2,,,,25,1,1,14,11,12,53,9,,41,,,,,,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,0,3,5,0,0,15,11,14,2,17,8,9,0,11,1,0,0,1,1,0,0,0,8,19,4,12,0,0,0,0,3,5,0,2,12,5,5,2,5,97,59,116,77,60,190,23,99
1,2,2,2,44,,,,,,,,,,,4,,1,,1,3,,,,,5,,9,8,,,,,,,2,2,,39,,,3,,,,4,8,,,,29,,,10,3,21,37,,1,38,,,,,,1,1,1,0,1,2,5,0,15,20,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,5,5,20,0,7,20,9,3,5,13,4,1,1,2,1,4,0,0,0,0,8,12,8,2,0,1,0,0,1,3,1,0,18,2,5,3,2,58,-18,67,95,87,130,96,10
0,3,2,6,45,,,,,,,,,,,3,1,4,2,1,1,,,,,3,,2,1,,,,,,6,21,3,,45,,,4,,,,4,1,,,,8,8,3,14,10,13,33,7,,22,,,,,,0,0,0,2,1,1,0,2,5,10,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,3,5,10,0,20,6,2,8,29,3,1,5,15,0,0,0,0,1,2,1,4,3,4,8,13,0,0,1,4,1,0,1,2,21,4,2,3,9,87,130,96,10,58,-18,67,95
1,3,2,0,32,,,,,,,,,3,,1,4,3,,2,1,,,,,5,1,1,2,,,,,,2,7,1,,37,,,5,,,1,,7,,,,15,2,1,8,9,12,28,,,26,,,,,,0,0,2,2,1,0,10,23,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,30,15,25,6,11,6,14,4,7,4,9,1,0,0,0,0,0,0,2,8,5,2,9,0,0,0,0,0,2,0,1,17,1,6,2,2,59,151,104,110,115,98,55,103
4,1,0,1,63,,,,,,,,,4,,5,1,,,3,2,,,,,6,2,4,5,,,,,,1,10,2,,38,,,5,,,4,4,7,,,,30,1,2,8,9,15,26,6,,54,,,,,,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,5,25,0,0,8,14,10,6,4,10,8,6,0,0,0,2,1,0,0,0,7,13,12,15,0,0,0,0,1,2,3,1,27,5,3,3,2,115,98,55,103,59,151,104,110
2,4,1,2,44,,,,,,,,,7,,2,2,1,,3,2,,,,,6,5,,2,,,,,,2,6,3,,33,,,6,1,,3,,2,,,,19,3,1,9,9,10,35,,,26,,,,,,0,0,0,1,2,0,0,4,22,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,0,0,8,11,4,10,5,7,3,9,0,0,0,0,1,1,0,1,1,8,5,9,0,0,0,0,1,2,0,3,14,4,4,1,5,64,96,172,7,20,84,63,134
3,2,1,2,59,,,,,,,,,11,,4,,4,,2,2,,,,,5,2,,3,,,,,,,,2,,37,,,6,1,,9,,2,,,,27,,1,12,9,8,54,7,,31,,,,,,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,10,0,10,0,7,13,11,6,5,7,9,3,1,1,0,1,0,0,0,0,6,11,11,7,0,0,0,0,1,2,2,0,31,5,4,3,3,20,84,63,134,64,96,172,7
0,3,3,1,48,,,,,,,,,8,,5,1,1,,3,2,,,,,6,,,2,,,,,,1,,3,,29,,,3,4,,,3,8,,,,21,2,4,6,8,8,31,,,40,,,,,,0,0,1,0,3,3,10,0,15,35,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,10,0,0,0,7,10,7,5,5,7,1,3,1,2,0,2,0,0,1,1,13,9,1,3,0,1,0,0,1,2,1,1,24,1,4,4,3,31,114,141,78,117,134,17,60
3,1,1,4,60,,,,,,,,,11,,3,1,1,,2,1,,,,,4,6,1,1,,,,,,,8,3,,40,,,5,,,3,,3,,,,25,5,2,11,6,18,41,7,,42,,,,,,0,0,2,1,2,1,38,5,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,10,15,0,30,6,13,8,13,3,9,7,6,0,0,1,1,1,2,0,2,2,14,10,12,0,0,0,1,0,2,2,1,17,4,3,3,7,117,134,17,60,31,114,141,78
1,2,1,0,33,,,,,,,,,13,,,,3,,3,1,,,,,4,1,,,,,,,,,5,1,,32,,,3,1,,5,,,,,,19,,1,6,9,14,29,,,27,,,,,,0,0,0,3,1,0,0,20,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,7,6,4,15,6,4,2,13,1,0,0,0,0,0,0,0,6,5,3,13,0,0,0,0,0,1,1,2,18,1,3,2,2,54,176,126,85,81,89,34,204
0,2,1,2,67,,,,,,,,,23,,3,3,7,,1,4,1,,,,6,3,,,,,,,,,,3,,42,,,2,,,4,,,,,,30,1,3,6,6,17,33,10,,67,,,,,,0,0,0,0,1,1,0,0,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,10,15,10,4,20,13,5,3,9,7,5,0,0,0,0,1,0,0,0,5,16,11,14,0,0,0,0,3,2,1,4,19,3,6,4,5,81,89,34,204,54,176,126,85
2,1,3,3,50,,,,,,,,,11,,5,2,1,,3,3,1,,,,6,3,1,3,,,,,,,3,1,,30,,,5,1,,1,4,6,,,,29,1,,5,7,10,30,,,39,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,10,0,4,13,9,4,3,9,6,2,1,0,1,1,0,0,0,1,5,11,8,3,0,0,0,0,0,2,2,0,30,2,4,5,3,36,70,14,165,80,144,101,5
2,3,1,3,56,,,,,,,,,9,,3,,3,,1,1,,,,,3,6,2,1,,,,,,,,,,32,,,6,,,,4,3,,,,25,3,2,10,3,13,53,7,,24,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,7,12,4,3,2,7,0,0,0,1,1,0,1,1,5,12,6,10,0,0,0,0,2,1,2,2,10,4,4,4,4,80,144,101,5,36,70,14,165
1,2,2,3,45,,,,,,,,,,,5,1,2,,1,5,,,,,8,1,4,6,,,,,,,1,3,,44,,,2,,,1,6,2,,,,20,2,3,16,6,14,55,,1,26,,,,,,1,1,1,2,0,2,0,20,0,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,5,0,0,9,8,16,14,6,7,12,8,3,0,0,0,1,0,1,1,0,8,10,7,6,0,0,0,0,1,0,3,1,28,3,3,5,3,27,107,88,203,85,118,103,116
3,2,0,1,39,,,,,,,,,,1,2,3,6,,1,2,,,,,3,1,2,4,,,,,,,7,3,,46,,,4,,,2,3,2,,1,,14,1,,11,10,13,39,4,,30,,,,,,0,0,0,1,1,1,0,8,5,5,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3,2,25,10,15,15,4,12,9,21,3,7,6,18,0,1,1,0,0,0,0,1,2,9,6,18,0,0,0,0,0,2,1,3,13,2,4,3,6,85,118,103,116,27,107,88,203
1,1,2,4,47,,,,,,,,,10,,,4,,,3,1,,,,,5,4,2,3,,,,,,,2,1,,42,,,5,,,3,,5,,,,27,4,1,10,11,17,41,,,40,,,,,,0,0,1,1,4,0,6,29,44,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5,0,0,12,7,15,4,16,4,8,2,8,0,1,0,1,0,0,1,3,9,13,1,6,0,0,0,0,1,2,0,2,36,3,4,2,6,76,44,90,30,111,252,4,23
1,0,3,2,56,,,,,,,,,12,,,2,1,,4,1,,,,,6,1,3,,,,,,,,,3,,32,,1,4,1,,2,2,2,,,,22,2,,10,5,14,43,6,,37,,,,,,0,0,1,2,0,2,5,10,0,15,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,2,10,0,15,10,6,5,14,7,4,3,11,4,0,0,1,3,0,1,0,1,8,11,9,6,0,0,0,0,1,2,3,1,24,2,2,7,6,111,252,4,23,76,44,90,30
1,1,2,4,44,,,,,,,,,1,,3,4,6,,2,2,,,,,4,6,2,6,,,,,,,,1,,34,,,6,,,5,3,2,,,,25,4,,9,6,6,32,,,38,,,,,,0,0,1,0,0,1,5,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,10,0,15,8,8,6,12,6,6,2,5,0,0,0,0,0,0,0,4,8,10,3,2,0,0,0,0,2,2,1,0,16,3,3,3,4,74,83,152,33,100,124,44,61
1,3,1,4,56,,,,,,,,,4,,1,3,3,,3,1,,,,,5,2,6,4,,,,,,8,38,,,38,,,6,3,,,6,3,,,,25,,1,14,10,7,14,6,,24,,,,,,0,0,1,1,1,0,15,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,7,13,13,5,5,7,8,2,0,0,0,4,0,0,0,0,10,10,14,5,1,1,0,0,0,1,4,0,22,1,4,5,4,100,124,44,61,74,83,152,33
2,3,3,4,47,,,,,,,,,7,,3,,1,,1,2,,,,,3,2,3,3,,,,,,,,3,,33,,,9,1,,4,4,2,,,,25,1,2,7,5,17,38,,,32,,,,,,0,0,0,1,2,3,0,0,0,30,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,5,0,10,15,6,7,9,11,3,4,4,7,0,2,1,1,0,1,0,0,5,1,6,3,0,0,0,1,0,1,0,2,10,2,4,4,6,73,48,22,113,75,34,72,51
4,3,2,2,52,,,,,,,,,6,,2,1,1,,2,,,,,,3,1,1,5,,,,,,,1,1,,37,,,10,,,5,,,,,,18,4,1,12,9,12,46,7,,29,,,,,,0,0,1,0,3,1,15,0,11,15,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,26,0,0,0,9,6,6,16,7,4,3,13,0,1,0,0,0,2,1,1,5,7,3,20,0,0,0,0,0,0,0,1,14,3,3,2,3,75,34,72,51,73,48,22,113
2,2,2,3,49,,,,,,,,,9,,1,2,7,,2,1,,,,,4,2,2,5,,,,,,,7,2,,31,,,8,,,4,2,1,,,,25,5,2,10,3,8,58,,,6,,,,,,0,0,0,2,1,3,0,10,5,13,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,5,2,8,5,16,2,6,2,6,0,1,1,0,3,2,0,0,4,9,4,7,0,0,0,0,2,0,0,3,17,4,2,2,6,95,130,91,165,44,109,54,82
0,3,2,2,67,,,,,,,,,10,1,3,1,5,,4,1,,,,,6,5,2,3,,,,,,,,1,,41,,,5,1,,3,3,3,,,,29,2,3,16,4,12,35,8,,64,,,,,,0,0,0,1,1,0,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,6,11,12,12,5,7,7,6,3,2,0,0,0,1,1,0,10,14,6,20,0,1,0,0,3,1,3,2,36,3,4,5,5,44,109,54,82,95,130,91,165
1,3,1,1,43,,,,,,,,,16,1,,2,2,,4,2,,,,,6,4,,1,,,,,,,2,1,,49,,,3,1,,,,2,,,,23,2,,17,12,16,35,,,50,,,,,,0,0,1,0,0,2,7,0,0,20,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,4,10,0,10,10,13,13,13,6,8,8,10,1,0,1,0,0,1,1,0,9,5,9,10,0,0,0,1,2,3,4,1,31,3,6,5,3,29,102,142,77,84,94,57,145
2,2,0,1,49,,,,,,,,,13,,3,2,,,2,3,,,,,6,,,1,,,,,,,2,4,,40,,,2,1,,3,,,,,,17,2,,16,7,12,40,5,,39,,,,,,0,0,0,0,1,1,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,0,10,15,0,0,8,9,9,14,3,6,5,9,0,1,1,0,1,0,1,0,5,12,12,8,0,0,0,0,0,1,3,1,23,2,4,3,3,84,94,57,145,29,102,142,77
2,2,3,3,42,,,,,,,,,4,,3,5,,,1,,,,,,3,8,1,4,,,,,,,7,2,,51,,,7,,,,5,4,,,,26,2,,11,16,16,46,,1,33,,,,,,1,1,0,2,1,0,0,10,9,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,3,5,5,5,14,11,10,6,24,6,7,2,14,0,0,1,0,1,0,1,0,8,6,1,11,0,0,0,1,3,2,0,3,21,6,4,4,6,85,247,84,45,101,109,22,162
2,2,2,3,66,,,,,,,,,9,,7,4,1,,3,3,,,,,6,2,2,5,,,,,,,,3,,35,,,6,3,,1,2,3,,,,24,1,4,8,4,11,38,7,,51,,,,,,0,0,2,0,0,1,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,35,0,0,4,17,8,6,2,10,6,2,1,0,1,0,0,0,1,0,5,16,9,9,0,0,0,0,0,4,1,0,26,2,7,4,4,101,109,22,162,85,247,84,45
2,1,1,1,52,,,,,,,,,6,,,4,,,4,1,,,,,8,1,3,3,,,,,,3,1,2,,32,,,3,2,,5,4,5,,,,27,2,1,11,8,9,32,,2,44,,,,,,2,2,0,3,1,0,0,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,5,0,11,7,7,7,7,4,5,5,0,2,0,0,1,0,1,0,8,6,7,13,0,0,0,1,3,1,3,2,42,5,3,6,4,45,92,124,181,96,75,118,228
3,3,1,1,48,,,,,,,,,2,,2,1,1,,3,2,1,,,,5,4,2,,,,,,,2,4,2,,46,,,3,,,3,1,4,,,,16,2,3,19,7,16,55,5,,25,,,,,,0,0,1,0,1,2,0,0,14,15,0,1,0,2,0,0,0,0,0,0,0,1,0,3,1,0,0,25,5,0,10,14,9,13,5,9,5,10,1,0,1,0,0,2,0,0,4,14,5,16,0,1,0,1,1,3,2,2,30,4,7,4,3,96,75,118,228,45,92,124,181
